districtId,name,date
d2733780,t3021900,2018
d2733780,t3022000,2018
d2733780,t3022101,2018
d2733780,t3022102,2018
d2714260,t3022200,2018
d2733780,t3022200,2018
d2733780,t3022301,2018
d2714260,t3022302,2018
d2733780,t3022302,2018
d2733780,t3022400,2018
d2733780,t3022700,2018
d2733780,t3022801,2018
d2733780,t3022802,2018
d2733780,t3022901,2018
d2733780,t3022902,2018
d2714260,t3023000,2018
d2733780,t3023000,2018
d2711250,t3023100,2018
d2733780,t3023100,2018
d2714260,t3023200,2018
d2733780,t3023200,2018
d2714260,t3023300,2018
d2714260,t3023400,2018
d2711250,t3023501,2018
d2714260,t3023501,2018
d2733780,t3023501,2018
d2711250,t3023502,2018
d2714260,t3023502,2018
d2711250,t3023600,2018
d2711250,t3023700,2018
d2711250,t3023801,2018
d2711250,t3023802,2018
d2731750,t3023802,2018
d2711250,t3023901,2018
d2711250,t3023902,2018
d2714220,t3023902,2018
d2711250,t3023903,2018
d2714220,t3023903,2018
d2711250,t3024003,2018
d2711250,t3024004,2018
d2731750,t3024004,2018
d2711250,t3024005,2018
d2731750,t3024005,2018
d2711250,t3024006,2018
d2731750,t3024006,2018
d2731750,t3024100,2018
d2731750,t3024200,2018
d2731750,t3024300,2018
d2731750,t3024400,2018
d2731750,t3024500,2018
d2731750,t3024600,2018
d2731750,t3024700,2018
d2731750,t3024801,2018
d2705790,t3024802,2018
d2731750,t3024802,2018
d2731750,t3024901,2018
d2731750,t3024902,2018
d2705790,t3024903,2018
d2731750,t3024903,2018
d2705790,t3025100,2018
d2705790,t3025201,2018
d2705790,t3025205,2018
d2705790,t3025301,2018
d2705790,t3025302,2018
d2705790,t3025401,2018
d2705790,t3025403,2018
d2705790,t3025601,2018
d2705790,t3025603,2018
d2705790,t3025605,2018
d2705790,t3025701,2018
d2705790,t3025702,2018
d2705790,t3025801,2018
d2705790,t3025802,2018
d2705790,t3025803,2018
d2705790,t3025805,2018
d2705790,t3025903,2018
d2711250,t3025903,2018
d2705790,t3025905,2018
d2711250,t3025905,2018
d2714220,t3025905,2018
d2705790,t3025906,2018
d2705790,t3025907,2018
d2714220,t3026005,2018
d2714260,t3026005,2018
d2714220,t3026006,2018
d2714220,t3026007,2018
d2714260,t3026007,2018
d2711670,t3026013,2018
d2714220,t3026013,2018
d2714260,t3026013,2018
d2708190,t3026014,2018
d2711670,t3026014,2018
d2714220,t3026014,2018
d2714220,t3026015,2018
d2714220,t3026016,2018
d2714220,t3026018,2018
d2714220,t3026019,2018
d2714220,t3026020,2018
d2714220,t3026021,2018
d2714220,t3026022,2018
d2714260,t3026101,2018
d2714260,t3026103,2018
d2714260,t3026104,2018
d2711670,t3026201,2018
d2711670,t3026202,2018
d2714260,t3026202,2018
d2711670,t3026205,2018
d2714260,t3026205,2018
d2714260,t3026206,2018
d2711670,t3026207,2018
d2711670,t3026208,2018
d2714260,t3026208,2018
d2714260,t3026301,2018
d2742160,t3026301,2018
d2711670,t3026302,2018
d2714260,t3026302,2018
d2742160,t3026302,2018
d2714260,t3026402,2018
d2733780,t3026402,2018
d2714260,t3026403,2018
d2742160,t3026403,2018
d2714260,t3026404,2018
d2742160,t3026404,2018
d2731780,t3026505,2018
d2742160,t3026505,2018
d2714260,t3026507,2018
d2742160,t3026507,2018
d2725200,t3026508,2018
d2731780,t3026508,2018
d2725200,t3026509,2018
d2731780,t3026509,2018
d2725200,t3026510,2018
d2731780,t3026510,2018
d2731780,t3026511,2018
d2714260,t3026512,2018
d2731780,t3026512,2018
d2742160,t3026512,2018
d2731780,t3026514,2018
d2742160,t3026514,2018
d2742160,t3026605,2018
d2742160,t3026606,2018
d2742160,t3026609,2018
d2742160,t3026610,2018
d2742160,t3026611,2018
d2725200,t3026612,2018
d2731780,t3026612,2018
d2742160,t3026612,2018
d2742160,t3026613,2018
d2725200,t3026702,2018
d2725200,t3026706,2018
d2703180,t3026707,2018
d2725200,t3026707,2018
d2725200,t3026708,2018
d2725200,t3026710,2018
d2725200,t3026711,2018
d2725200,t3026712,2018
d2725200,t3026713,2018
d2725200,t3026714,2018
d2725200,t3026715,2018
d2732070,t3026715,2018
d2742160,t3026715,2018
d2725200,t3026716,2018
d2725200,t3026807,2018
d2731780,t3026807,2018
d2725200,t3026809,2018
d2731780,t3026809,2018
d2725200,t3026810,2018
d2703180,t3026811,2018
d2725200,t3026811,2018
d2703180,t3026812,2018
d2725200,t3026812,2018
d2703180,t3026814,2018
d2725200,t3026814,2018
d2703180,t3026815,2018
d2725200,t3026816,2018
d2725200,t3026818,2018
d2725200,t3026819,2018
d2703180,t3026820,2018
d2725200,t3026820,2018
d2703180,t3026822,2018
d2725200,t3026822,2018
d2703180,t3026823,2018
d2725200,t3026823,2018
d2703180,t3026903,2018
d2703180,t3026906,2018
d2703180,t3026907,2018
d2703180,t3026908,2018
d2707200,t3026909,2018
d2711370,t3026909,2018
d2725200,t3026909,2018
d2703180,t3026910,2018
d2711370,t3026910,2018
d2725200,t3026910,2018
d2707200,t3027001,2018
d2710170,t3027001,2018
d2732070,t3027001,2018
d2710170,t3027002,2018
d2722920,t3027002,2018
d2725080,t3027002,2018
d2732070,t3027002,2018
d2710170,t3027101,2018
d2725080,t3027101,2018
d2732070,t3027101,2018
d2742160,t3027101,2018
d2707200,t3027102,2018
d2710170,t3027102,2018
d2725200,t3027102,2018
d2732070,t3027102,2018
d2742160,t3027102,2018
d2722920,t3027201,2018
d2725080,t3027201,2018
d2742160,t3027201,2018
d2725080,t3027202,2018
d2711670,t3027203,2018
d2722920,t3027203,2018
d2725080,t3027203,2018
d2725080,t3027300,2018
d2742160,t3027300,2018
d2711670,t3027400,2018
d2742160,t3027400,2018
d2711670,t3027501,2018
d2711670,t3027503,2018
d2722920,t3027503,2018
d2711670,t3027504,2018
d2722920,t3027601,2018
d2722920,t3027602,2018
d2710170,t3027700,2018
d2722920,t3027700,2018
d2741460,t3027700,2018
d2741910,t3027700,2018
d2721240,t3100200,2018
d2731780,t3100200,2018
d2721240,t3100400,2018
d2721240,t3100500,2018
d2721240,t3100700,2018
d2721240,t3100800,2018
d2721240,t3100900,2018
d2721240,t3101200,2018
d2721240,t3101300,2018
d2721240,t3101600,2018
d2721240,t3101800,2018
d2721240,t3101900,2018
d2721240,t3102000,2018
d2721240,t3102100,2018
d2721240,t3102300,2018
d2721240,t3102500,2018
d2721240,t3102600,2018
d2721240,t3102800,2018
d2721240,t3102900,2018
d2721240,t3103000,2018
d2721240,t3103100,2018
d2721240,t3103400,2018
d2721240,t3103600,2018
d2721240,t3103700,2018
d2721240,t3103900,2018
d2721240,t3104000,2018
d2721240,t3104100,2018
d2721240,t3104400,2018
d2721240,t3104800,2018
d2721240,t3104900,2018
d2721240,t3105100,2018
d2721240,t3105201,2018
d2721240,t3105204,2018
d2721240,t3105400,2018
d2721240,t3105500,2018
d2721240,t3105600,2018
d2721240,t3105700,2018
d2721240,t3106000,2018
d2721240,t3106200,2018
d2721240,t3106400,2018
d2721240,t3106500,2018
d2721240,t3106600,2018
d2721240,t3106700,2018
d2721240,t3106900,2018
d2721240,t3107000,2018
d2721240,t3107400,2018
d2721240,t3107500,2018
d2721240,t3107600,2018
d2721240,t3108000,2018
d2721240,t3108600,2018
d2721240,t3108700,2018
d2721240,t3108800,2018
d2721240,t3108900,2018
d2721240,t3109000,2018
d2721240,t3109100,2018
d2721240,t3109200,2018
d2721240,t3109300,2018
d2721240,t3109400,2018
d2721240,t3109700,2018
d2721240,t3109800,2018
d2721240,t3109900,2018
d2721240,t3110000,2018
d2721240,t3110100,2018
d2721240,t3110200,2018
d2721240,t3110400,2018
d2721240,t3110500,2018
d2721240,t3110800,2018
d2721240,t3110900,2018
d2721240,t3111100,2018
d2721240,t3111200,2018
d2721240,t3111300,2018
d2721240,t3111400,2018
d2721240,t3111500,2018
d2721240,t3111600,2018
d2733780,t3122500,2018
d2733780,t3122600,2018
d2705790,t3125500,2018
d2721240,t3125600,2018
d2721240,t3125700,2018
d2721240,t3125800,2018
d2721240,t3125900,2018
d2721240,t3126000,2018
d2721240,t3126100,2018
d2721240,t3126200,2018
d2705790,t3980000,2018
d2731750,t3980000,2018
d2721240,t3000101,2017
d2721240,t3000102,2017
d2721240,t3000300,2017
d2721240,t3000601,2017
d2721240,t3000603,2017
d2721240,t3001100,2017
d2721240,t3001700,2017
d2721240,t3002200,2017
d2721240,t3002400,2017
d2721240,t3002700,2017
d2721240,t3003200,2017
d2721240,t3003300,2017
d2721240,t3003800,2017
d2721240,t3005901,2017
d2721240,t3005902,2017
d2721240,t3006800,2017
d2721240,t3007700,2017
d2721240,t3007801,2017
d2721240,t3008100,2017
d2721240,t3008200,2017
d2721240,t3008300,2017
d2721240,t3008400,2017
d2721240,t3008500,2017
d2721240,t3009500,2017
d2721240,t3009600,2017
d2721240,t3010600,2017
d2721240,t3010700,2017
d2721240,t3011000,2017
d2721240,t3011703,2017
d2721240,t3011704,2017
d2721240,t3011800,2017
d2721240,t3011998,2017
d2721240,t3012001,2017
d2721240,t3012003,2017
d2721240,t3012101,2017
d2721240,t3012102,2017
d2733420,t3020101,2017
d2721240,t3020102,2017
d2733420,t3020102,2017
d2703180,t3020200,2017
d2706240,t3020200,2017
d2703180,t3020301,2017
d2706240,t3020301,2017
d2725200,t3020301,2017
d2725200,t3020302,2017
d2725200,t3020303,2017
d2706240,t3020304,2017
d2725200,t3020304,2017
d2731780,t3020304,2017
d2731780,t3020400,2017
d2706240,t3020500,2017
d2706240,t3020600,2017
d2731780,t3020700,2017
d2731780,t3020801,2017
d2731780,t3020804,2017
d2731780,t3020902,2017
d2731780,t3020903,2017
d2731780,t3021001,2017
d2731780,t3021002,2017
d2731780,t3021100,2017
d2721240,t3021200,2017
d2731780,t3021200,2017
d2731780,t3021300,2017
d2721240,t3021400,2017
d2731780,t3021400,2017
d2731780,t3021501,2017
d2731780,t3021502,2017
d2731780,t3021503,2017
d2731780,t3021504,2017
d2731780,t3021505,2017
d2714260,t3021601,2017
d2731780,t3021601,2017
d2731780,t3021602,2017
d2714260,t3021700,2017
d2731780,t3021700,2017
d2714260,t3021800,2017
d2714260,t3021900,2017
d2733780,t3021900,2017
d2733780,t3022000,2017
d2733780,t3022101,2017
d2733780,t3022102,2017
d2714260,t3022200,2017
d2733780,t3022200,2017
d2733780,t3022301,2017
d2714260,t3022302,2017
d2733780,t3022302,2017
d2733780,t3022400,2017
d2733780,t3022700,2017
d2733780,t3022801,2017
d2733780,t3022802,2017
d2733780,t3022901,2017
d2733780,t3022902,2017
d2714260,t3023000,2017
d2733780,t3023000,2017
d2711250,t3023100,2017
d2733780,t3023100,2017
d2714260,t3023200,2017
d2733780,t3023200,2017
d2714260,t3023300,2017
d2714260,t3023400,2017
d2711250,t3023501,2017
d2714260,t3023501,2017
d2733780,t3023501,2017
d2711250,t3023502,2017
d2714260,t3023502,2017
d2711250,t3023600,2017
d2711250,t3023700,2017
d2711250,t3023801,2017
d2711250,t3023802,2017
d2731750,t3023802,2017
d2711250,t3023901,2017
d2711250,t3023902,2017
d2714220,t3023902,2017
d2711250,t3023903,2017
d2714220,t3023903,2017
d2711250,t3024003,2017
d2711250,t3024004,2017
d2731750,t3024004,2017
d2711250,t3024005,2017
d2731750,t3024005,2017
d2711250,t3024006,2017
d2731750,t3024006,2017
d2731750,t3024100,2017
d2731750,t3024200,2017
d2731750,t3024300,2017
d2731750,t3024400,2017
d2731750,t3024500,2017
d2731750,t3024600,2017
d2731750,t3024700,2017
d2731750,t3024801,2017
d2705790,t3024802,2017
d2731750,t3024802,2017
d2731750,t3024901,2017
d2731750,t3024902,2017
d2705790,t3024903,2017
d2731750,t3024903,2017
d2705790,t3025100,2017
d2705790,t3025201,2017
d2705790,t3025205,2017
d2705790,t3025301,2017
d2705790,t3025302,2017
d2705790,t3025401,2017
d2705790,t3025403,2017
d2705790,t3025601,2017
d2705790,t3025603,2017
d2705790,t3025605,2017
d2705790,t3025701,2017
d2705790,t3025702,2017
d2705790,t3025801,2017
d2705790,t3025802,2017
d2705790,t3025803,2017
d2705790,t3025805,2017
d2705790,t3025903,2017
d2711250,t3025903,2017
d2705790,t3025905,2017
d2711250,t3025905,2017
d2714220,t3025905,2017
d2705790,t3025906,2017
d2705790,t3025907,2017
d2714220,t3026005,2017
d2714260,t3026005,2017
d2714220,t3026006,2017
d2714220,t3026007,2017
d2714260,t3026007,2017
d2711670,t3026013,2017
d2714220,t3026013,2017
d2714260,t3026013,2017
d2708190,t3026014,2017
d2711670,t3026014,2017
d2714220,t3026014,2017
d2714220,t3026015,2017
d2714220,t3026016,2017
d2714220,t3026018,2017
d2714220,t3026019,2017
d2714220,t3026020,2017
d2714220,t3026021,2017
d2714220,t3026022,2017
d2714260,t3026101,2017
d2714260,t3026103,2017
d2714260,t3026104,2017
d2711670,t3026201,2017
d2711670,t3026202,2017
d2714260,t3026202,2017
d2711670,t3026205,2017
d2714260,t3026205,2017
d2714260,t3026206,2017
d2711670,t3026207,2017
d2711670,t3026208,2017
d2714260,t3026208,2017
d2714260,t3026301,2017
d2742160,t3026301,2017
d2711670,t3026302,2017
d2714260,t3026302,2017
d2742160,t3026302,2017
d2714260,t3026402,2017
d2733780,t3026402,2017
d2714260,t3026403,2017
d2742160,t3026403,2017
d2714260,t3026404,2017
d2742160,t3026404,2017
d2731780,t3026505,2017
d2742160,t3026505,2017
d2714260,t3026507,2017
d2742160,t3026507,2017
d2725200,t3026508,2017
d2731780,t3026508,2017
d2725200,t3026509,2017
d2731780,t3026509,2017
d2725200,t3026510,2017
d2731780,t3026510,2017
d2731780,t3026511,2017
d2714260,t3026512,2017
d2731780,t3026512,2017
d2742160,t3026512,2017
d2731780,t3026514,2017
d2742160,t3026514,2017
d2742160,t3026605,2017
d2742160,t3026606,2017
d2742160,t3026609,2017
d2742160,t3026610,2017
d2742160,t3026611,2017
d2725200,t3026612,2017
d2731780,t3026612,2017
d2742160,t3026612,2017
d2742160,t3026613,2017
d2725200,t3026702,2017
d2725200,t3026706,2017
d2703180,t3026707,2017
d2725200,t3026707,2017
d2725200,t3026708,2017
d2725200,t3026710,2017
d2725200,t3026711,2017
d2725200,t3026712,2017
d2725200,t3026713,2017
d2725200,t3026714,2017
d2725200,t3026715,2017
d2732070,t3026715,2017
d2742160,t3026715,2017
d2725200,t3026716,2017
d2725200,t3026807,2017
d2731780,t3026807,2017
d2725200,t3026809,2017
d2731780,t3026809,2017
d2725200,t3026810,2017
d2703180,t3026811,2017
d2725200,t3026811,2017
d2703180,t3026812,2017
d2725200,t3026812,2017
d2703180,t3026814,2017
d2725200,t3026814,2017
d2703180,t3026815,2017
d2725200,t3026816,2017
d2725200,t3026818,2017
d2725200,t3026819,2017
d2703180,t3026820,2017
d2725200,t3026820,2017
d2703180,t3026822,2017
d2725200,t3026822,2017
d2703180,t3026823,2017
d2725200,t3026823,2017
d2703180,t3026903,2017
d2703180,t3026906,2017
d2703180,t3026907,2017
d2703180,t3026908,2017
d2707200,t3026909,2017
d2711370,t3026909,2017
d2725200,t3026909,2017
d2703180,t3026910,2017
d2711370,t3026910,2017
d2725200,t3026910,2017
d2707200,t3027001,2017
d2710170,t3027001,2017
d2732070,t3027001,2017
d2710170,t3027002,2017
d2722920,t3027002,2017
d2725080,t3027002,2017
d2732070,t3027002,2017
d2710170,t3027101,2017
d2725080,t3027101,2017
d2732070,t3027101,2017
d2742160,t3027101,2017
d2707200,t3027102,2017
d2710170,t3027102,2017
d2725200,t3027102,2017
d2732070,t3027102,2017
d2742160,t3027102,2017
d2722920,t3027201,2017
d2725080,t3027201,2017
