year,month,name,ppl_enrolled_snap
2016,3,t3020102,80
2016,3,t3020200,1208
2016,3,t3020301,303
2016,3,t3020302,414
2016,3,t3020303,442
2016,3,t3020304,460
2016,3,t3020400,753
2016,3,t3020500,466
2016,3,t3020600,266
2016,3,t3020700,313
2016,3,t3020801,154
2016,3,t3020804,282
2016,3,t3020902,57
2016,3,t3020903,115
2016,3,t3021001,323
2016,3,t3021002,122
2016,3,t3021100,148
2016,3,t3021200,211
2016,3,t3021300,485
2016,3,t3021400,294
2016,3,t3021501,366
2016,3,t3021502,531
2016,3,t3021503,408
2016,3,t3021504,170
2016,3,t3021505,200
2016,3,t3021601,158
2016,3,t3021602,371
2016,3,t3021700,95
2016,3,t3021800,16
2016,3,t3021900,32
2016,3,t3022000,43
2016,3,t3022101,185
2016,3,t3022102,148
2016,3,t3022200,61
2016,3,t3022301,85
2016,3,t3022302,235
2016,3,t3022400,352
2016,3,t3022700,149
2016,3,t3022801,32
2016,3,t3022802,172
2016,3,t3022901,139
2016,3,t3023000,203
2016,3,t3023200,426
2016,3,t3023300,597
2016,3,t3023400,747
2016,3,t3023501,74
2016,3,t3023502,21
2016,3,t3023700,17
2016,3,t3023801,54
2016,3,t3023802,35
2016,3,t3023901,24
2016,3,t3023902,18
2016,3,t3023903,63
2016,3,t3024003,177
2016,3,t3024004,341
2016,3,t3024005,44
2016,3,t3024100,143
2016,3,t3024200,98
2016,3,t3024300,266
2016,3,t3024400,318
2016,3,t3024500,75
2016,3,t3024600,266
2016,3,t3024700,122
2016,3,t3024801,178
2016,3,t3024802,392
2016,3,t3024901,48
2016,3,t3024902,219
2016,3,t3024903,337
2016,3,t3025100,122
2016,3,t3025201,630
2016,3,t3025205,465
2016,3,t3025301,58
2016,3,t3025302,472
2016,3,t3025401,331
2016,3,t3025403,274
2016,3,t3025601,254
2016,3,t3025603,73
2016,3,t3025605,83
2016,3,t3025701,302
2016,3,t3025702,196
2016,3,t3025801,103
2016,3,t3025802,36
2016,3,t3025803,190
2016,3,t3025805,52
2016,3,t3025903,89
2016,3,t3025905,11
2016,3,t3025906,252
2016,3,t3025907,53
2016,3,t3026005,272
2016,3,t3026006,87
2016,3,t3026007,206
2016,3,t3026013,34
2016,3,t3026014,95
2016,3,t3026015,115
2016,3,t3026016,248
2016,3,t3026018,59
2016,3,t3026019,258
2016,3,t3026020,417
2016,3,t3026021,29
2016,3,t3026022,25
2016,3,t3026101,72
2016,3,t3026103,24
2016,3,t3026104,191
2016,3,t3026201,20
2016,3,t3026202,13
2016,3,t3026205,19
2016,3,t3026206,84
2016,3,t3026207,250
2016,3,t3026208,29
2016,3,t3026302,17
2016,3,t3026402,310
2016,3,t3026403,152
2016,3,t3026404,17
2016,3,t3026505,20
2016,3,t3026507,271
2016,3,t3026508,27
2016,3,t3026509,19
2016,3,t3026510,64
2016,3,t3026511,196
2016,3,t3026512,229
2016,3,t3026514,214
2016,3,t3026605,18
2016,3,t3026606,110
2016,3,t3026609,21
2016,3,t3026610,95
2016,3,t3026611,380
2016,3,t3026612,143
2016,3,t3026613,158
2016,3,t3026702,86
2016,3,t3026706,30
2016,3,t3026707,87
2016,3,t3026708,88
2016,3,t3026710,199
2016,3,t3026711,73
2016,3,t3026712,149
2016,3,t3026713,68
2016,3,t3026714,244
2016,3,t3026715,163
2016,3,t3026716,63
2016,3,t3026807,561
2016,3,t3026809,824
2016,3,t3026810,980
2016,3,t3026811,786
2016,3,t3026812,272
2016,3,t3026814,724
2016,3,t3026815,361
2016,3,t3026816,778
2016,3,t3026818,751
2016,3,t3026819,1121
2016,3,t3026820,383
2016,3,t3026822,85
2016,3,t3026823,128
2016,3,t3026903,137
2016,3,t3026906,179
2016,3,t3026907,163
2016,3,t3026908,132
2016,3,t3026909,147
2016,3,t3026910,156
2016,3,t3027001,60
2016,3,t3027002,99
2016,3,t3027101,31
2016,3,t3027102,131
2016,3,t3027201,20
2016,3,t3027202,66
2016,3,t3027203,75
2016,3,t3027300,105
2016,3,t3027400,16
2016,3,t3027501,122
2016,3,t3027503,31
2016,3,t3027504,14
2016,3,t3027601,117
2016,3,t3027602,156
2016,3,t3027700,104
2016,3,t3030400,12
2016,3,t3031701,10
2016,3,t3041103,10
2016,3,t3051103,17
2016,3,t3051206,11
2016,3,t3051302,10
2016,3,t3051304,12
2016,3,t3051400,13
2016,3,t3051501,10
2016,3,t3100200,828
2016,3,t3100400,878
2016,3,t3100500,204
2016,3,t3100700,517
2016,3,t3100800,1136
2016,3,t3100900,1571
2016,3,t3101200,157
2016,3,t3101300,534
2016,3,t3101600,1041
2016,3,t3101800,530
2016,3,t3101900,406
2016,3,t3102000,645
2016,3,t3102100,1007
2016,3,t3102300,536
2016,3,t3102500,369
2016,3,t3102600,226
2016,3,t3102800,1081
2016,3,t3102900,288
2016,3,t3103000,111
2016,3,t3103100,332
2016,3,t3103400,990
2016,3,t3103600,51
2016,3,t3103700,326
2016,3,t3104000,500
2016,3,t3104100,775
2016,3,t3104400,507
2016,3,t3104800,2351
2016,3,t3104900,295
2016,3,t3105100,23
2016,3,t3105201,191
2016,3,t3105204,653
2016,3,t3105400,425
2016,3,t3105500,40
2016,3,t3105600,221
2016,3,t3105700,479
2016,3,t3106000,1131
2016,3,t3106200,727
2016,3,t3106400,396
2016,3,t3106500,17
2016,3,t3106600,15
2016,3,t3106700,127
2016,3,t3106900,273
2016,3,t3107000,466
2016,3,t3107400,268
2016,3,t3107500,76
2016,3,t3107600,105
2016,3,t3108000,41
2016,3,t3108600,366
2016,3,t3108700,289
2016,3,t3108800,491
2016,3,t3108900,61
2016,3,t3109000,32
2016,3,t3109100,55
2016,3,t3109200,98
2016,3,t3109300,287
2016,3,t3109400,254
2016,3,t3109700,207
2016,3,t3109800,36
2016,3,t3109900,99
2016,3,t3110000,239
2016,3,t3110100,135
2016,3,t3110200,144
2016,3,t3110400,252
2016,3,t3110500,83
2016,3,t3110800,132
2016,3,t3110900,272
2016,3,t3111100,106
2016,3,t3111200,13
2016,3,t3111300,53
2016,3,t3111400,51
2016,3,t3111500,184
2016,3,t3111600,52
2016,3,t3122500,237
2016,3,t3122600,42
2016,3,t3125500,403
2016,3,t3125600,31
2016,3,t3125700,1140
2016,3,t3125800,954
2016,3,t3125900,1171
2016,3,t3126000,1311
2016,3,t3126100,459
2016,3,t3126200,491
2016,3,t3980000,79
2016,3,t9021200,11
2016,4,t3000101,571
2016,4,t3000102,1049
2016,4,t3000300,332
2016,4,t3000601,332
2016,4,t3000603,80
2016,4,t3001100,217
2016,4,t3001700,430
2016,4,t3002200,551
2016,4,t3002400,295
2016,4,t3002700,663
2016,4,t3003200,430
2016,4,t3003300,770
2016,4,t3003800,99
2016,4,t3005901,874
2016,4,t3005902,1080
2016,4,t3006800,335
2016,4,t3007700,412
2016,4,t3007801,429
2016,4,t3008100,62
2016,4,t3008200,872
2016,4,t3008300,360
2016,4,t3008400,445
2016,4,t3008500,563
2016,4,t3009500,388
2016,4,t3009600,250
2016,4,t3010600,12
2016,4,t3011000,167
2016,4,t3011703,39
2016,4,t3011704,76
2016,4,t3011800,125
2016,4,t3011998,160
2016,4,t3012001,119
2016,4,t3012003,576
2016,4,t3012101,498
2016,4,t3012102,166
2016,4,t3020101,29
2016,4,t3020102,70
2016,4,t3020200,1210
2016,4,t3020301,325
2016,4,t3020302,414
2016,4,t3020303,442
2016,4,t3020304,461
2016,4,t3020400,757
2016,4,t3020500,472
2016,4,t3020600,272
2016,4,t3020700,321
2016,4,t3020801,136
2016,4,t3020804,299
2016,4,t3020902,56
2016,4,t3020903,111
2016,4,t3021001,349
2016,4,t3021002,107
2016,4,t3021100,149
2016,4,t3021200,237
2016,4,t3021300,499
2016,4,t3021400,330
2016,4,t3021501,368
2016,4,t3021502,557
2016,4,t3021503,407
2016,4,t3021504,181
2016,4,t3021505,216
2016,4,t3021601,157
2016,4,t3021602,357
2016,4,t3021700,92
2016,4,t3021800,17
2016,4,t3021900,41
2016,4,t3022000,32
2016,4,t3022101,175
2016,4,t3022102,134
2016,4,t3022200,61
2016,4,t3022301,85
2016,4,t3022302,241
2016,4,t3022400,341
2016,4,t3022700,122
2016,4,t3022801,27
2016,4,t3022802,171
2016,4,t3022901,138
2016,4,t3023000,196
2016,4,t3023200,425
2016,4,t3023300,587
2016,4,t3023400,755
2016,4,t3023501,82
2016,4,t3023502,29
2016,4,t3023700,15
2016,4,t3023801,40
2016,4,t3023802,35
2016,4,t3023901,24
2016,4,t3023902,19
2016,4,t3023903,64
2016,4,t3024003,172
2016,4,t3024004,357
2016,4,t3024005,53
2016,4,t3024100,159
2016,4,t3024200,99
2016,4,t3024300,229
2016,4,t3024400,322
2016,4,t3024500,80
2016,4,t3024600,264
2016,4,t3024700,120
2016,4,t3024801,175
2016,4,t3024802,390
2016,4,t3024901,55
2016,4,t3024902,217
2016,4,t3024903,354
2016,4,t3025100,115
2016,4,t3025201,629
2016,4,t3025205,471
2016,4,t3025301,62
2016,4,t3025302,493
2016,4,t3025401,304
2016,4,t3025403,285
2016,4,t3025601,260
2016,4,t3025603,66
2016,4,t3025605,98
2016,4,t3025701,309
2016,4,t3025702,204
2016,4,t3025801,96
2016,4,t3025802,30
2016,4,t3025803,200
2016,4,t3025805,46
2016,4,t3025903,103
2016,4,t3025906,246
2016,4,t3025907,56
2016,4,t3026005,290
2016,4,t3026006,90
2016,4,t3026007,215
2016,4,t3026013,34
2016,4,t3026014,87
2016,4,t3026015,111
2016,4,t3026016,244
2016,4,t3026018,65
2016,4,t3026019,268
2016,4,t3026020,451
2016,4,t3026021,32
2016,4,t3026022,35
2016,4,t3026101,65
2016,4,t3026103,22
2016,4,t3026104,188
2016,4,t3026201,20
2016,4,t3026202,12
2016,4,t3026205,18
2016,4,t3026206,87
2016,4,t3026207,235
2016,4,t3026208,34
2016,4,t3026302,18
2016,4,t3026402,314
2016,4,t3026403,152
2016,4,t3026404,20
2016,4,t3026505,18
2016,4,t3026507,286
2016,4,t3026508,30
2016,4,t3026509,22
2016,4,t3026510,68
2016,4,t3026511,195
2016,4,t3026512,233
2016,4,t3026514,184
2016,4,t3026605,22
2016,4,t3026606,112
2016,4,t3026609,25
2016,4,t3026610,96
2016,4,t3026611,370
2016,4,t3026612,130
2016,4,t3026613,151
2016,4,t3026702,85
2016,4,t3026706,33
2016,4,t3026707,84
2016,4,t3026708,67
2016,4,t3026710,214
2016,4,t3026711,80
2016,4,t3026712,142
2016,4,t3026713,84
2016,4,t3026714,236
2016,4,t3026715,169
2016,4,t3026716,47
2016,4,t3026807,582
2016,4,t3026809,826
2016,4,t3026810,962
2016,4,t3026811,763
2016,4,t3026812,293
2016,4,t3026814,705
2016,4,t3026815,376
2016,4,t3026816,749
2016,4,t3026818,742
2016,4,t3026819,1127
2016,4,t3026820,394
2016,4,t3026822,83
2016,4,t3026823,124
2016,4,t3026903,138
2016,4,t3026906,176
2016,4,t3026907,165
2016,4,t3026908,147
2016,4,t3026909,143
2016,4,t3026910,161
2016,4,t3027001,61
2016,4,t3027002,111
2016,4,t3027101,50
2016,4,t3027102,143
2016,4,t3027201,17
2016,4,t3027202,66
2016,4,t3027203,79
2016,4,t3027300,96
2016,4,t3027400,10
2016,4,t3027501,115
2016,4,t3027503,34
2016,4,t3027504,16
2016,4,t3027601,123
2016,4,t3027602,155
2016,4,t3027700,88
2016,4,t3030601,11
2016,4,t3030900,13
2016,4,t3032500,11
2016,4,t3033500,11
2016,4,t3041001,10
2016,4,t3050712,11
2016,4,t3051206,13
2016,4,t3051501,17
2016,4,t3100200,832
2016,4,t3100400,880
2016,4,t3100500,222
2016,4,t3100700,508
2016,4,t3100800,1137
2016,4,t3100900,1577
2016,4,t3101200,166
2016,4,t3101300,555
2016,4,t3101600,1027
2016,4,t3101800,541
2016,4,t3101900,401
2016,4,t3102000,653
2016,4,t3102100,1012
2016,4,t3102300,511
2016,4,t3102500,385
2016,4,t3102600,216
2016,4,t3102800,1110
2016,4,t3102900,302
2016,4,t3103000,107
2016,4,t3103100,313
2016,4,t3103400,997
2016,4,t3103600,50
2016,4,t3103700,316
2016,4,t3103900,10
2016,4,t3104000,508
2016,4,t3104100,754
2016,4,t3104400,496
2016,4,t3104800,2394
2016,4,t3104900,298
2016,4,t3105100,30
2016,4,t3105201,191
2016,4,t3105204,656
2016,4,t3105400,427
2016,4,t3105500,39
2016,4,t3105600,211
2016,4,t3105700,470
2016,4,t3106000,1096
2016,4,t3106200,752
2016,4,t3106400,383
2016,4,t3106500,21
2016,4,t3106600,14
2016,4,t3106700,127
