year,month,name,ppl_enrolled_snap
2017,2,t3021002,99
2017,2,t3021100,143
2017,2,t3021200,200
2017,2,t3021300,523
2017,2,t3021400,336
2017,2,t3021501,328
2017,2,t3021502,520
2017,2,t3021503,381
2017,2,t3021504,152
2017,2,t3021505,200
2017,2,t3021601,134
2017,2,t3021602,247
2017,2,t3021700,84
2017,2,t3021800,17
2017,2,t3021900,36
2017,2,t3022000,31
2017,2,t3022101,177
2017,2,t3022102,139
2017,2,t3022200,56
2017,2,t3022301,94
2017,2,t3022302,256
2017,2,t3022400,273
2017,2,t3022700,130
2017,2,t3022801,19
2017,2,t3022802,175
2017,2,t3022901,130
2017,2,t3023000,118
2017,2,t3023200,393
2017,2,t3023300,569
2017,2,t3023400,637
2017,2,t3023501,85
2017,2,t3023502,51
2017,2,t3023700,16
2017,2,t3023801,28
2017,2,t3023802,16
2017,2,t3023902,10
2017,2,t3023903,74
2017,2,t3024003,184
2017,2,t3024004,354
2017,2,t3024005,39
2017,2,t3024100,110
2017,2,t3024200,70
2017,2,t3024300,144
2017,2,t3024400,300
2017,2,t3024500,66
2017,2,t3024600,267
2017,2,t3024700,123
2017,2,t3024801,132
2017,2,t3024802,369
2017,2,t3024901,55
2017,2,t3024902,216
2017,2,t3024903,300
2017,2,t3025100,134
2017,2,t3025201,588
2017,2,t3025205,435
2017,2,t3025301,56
2017,2,t3025302,427
2017,2,t3025401,259
2017,2,t3025403,272
2017,2,t3025601,249
2017,2,t3025603,76
2017,2,t3025605,94
2017,2,t3025701,271
2017,2,t3025702,205
2017,2,t3025801,87
2017,2,t3025802,26
2017,2,t3025803,241
2017,2,t3025805,35
2017,2,t3025903,122
2017,2,t3025905,14
2017,2,t3025906,259
2017,2,t3025907,37
2017,2,t3026005,282
2017,2,t3026006,111
2017,2,t3026007,178
2017,2,t3026013,37
2017,2,t3026014,61
2017,2,t3026015,76
2017,2,t3026016,246
2017,2,t3026018,56
2017,2,t3026019,283
2017,2,t3026020,460
2017,2,t3026021,20
2017,2,t3026022,29
2017,2,t3026101,78
2017,2,t3026103,22
2017,2,t3026104,187
2017,2,t3026201,24
2017,2,t3026202,28
2017,2,t3026205,17
2017,2,t3026206,91
2017,2,t3026207,215
2017,2,t3026208,42
2017,2,t3026302,27
2017,2,t3026402,269
2017,2,t3026403,160
2017,2,t3026404,17
2017,2,t3026505,38
2017,2,t3026507,241
2017,2,t3026508,33
2017,2,t3026509,26
2017,2,t3026510,54
2017,2,t3026511,196
2017,2,t3026512,226
2017,2,t3026514,169
2017,2,t3026606,111
2017,2,t3026609,26
2017,2,t3026610,78
2017,2,t3026611,331
2017,2,t3026612,150
2017,2,t3026613,139
2017,2,t3026702,82
2017,2,t3026706,52
2017,2,t3026707,57
2017,2,t3026708,101
2017,2,t3026710,234
2017,2,t3026711,65
2017,2,t3026712,129
2017,2,t3026713,70
2017,2,t3026714,224
2017,2,t3026715,167
2017,2,t3026716,55
2017,2,t3026807,550
2017,2,t3026809,758
2017,2,t3026810,912
2017,2,t3026811,767
2017,2,t3026812,291
2017,2,t3026814,635
2017,2,t3026815,352
2017,2,t3026816,789
2017,2,t3026818,657
2017,2,t3026819,1117
2017,2,t3026820,389
2017,2,t3026822,82
2017,2,t3026823,133
2017,2,t3026903,131
2017,2,t3026906,173
2017,2,t3026907,142
2017,2,t3026908,93
2017,2,t3026909,176
2017,2,t3026910,184
2017,2,t3027001,61
2017,2,t3027002,102
2017,2,t3027101,69
2017,2,t3027102,127
2017,2,t3027201,11
2017,2,t3027202,54
2017,2,t3027203,74
2017,2,t3027300,131
2017,2,t3027400,13
2017,2,t3027501,102
2017,2,t3027503,17
2017,2,t3027504,20
2017,2,t3027601,103
2017,2,t3027602,143
2017,2,t3027700,82
2017,2,t3034202,12
2017,2,t3041200,11
2017,2,t3051103,18
2017,2,t3051201,16
2017,2,t3051305,18
2017,2,t3051400,14
2017,2,t3100200,745
2017,2,t3100400,868
2017,2,t3100500,193
2017,2,t3100700,478
2017,2,t3100800,934
2017,2,t3100900,1523
2017,2,t3101200,115
2017,2,t3101300,514
2017,2,t3101600,969
2017,2,t3101800,538
2017,2,t3101900,379
2017,2,t3102000,560
2017,2,t3102100,980
2017,2,t3102300,477
2017,2,t3102500,389
2017,2,t3102600,185
2017,2,t3102800,963
2017,2,t3102900,252
2017,2,t3103000,97
2017,2,t3103100,315
2017,2,t3103400,1021
2017,2,t3103600,69
2017,2,t3103700,336
2017,2,t3104000,401
2017,2,t3104100,751
2017,2,t3104400,503
2017,2,t3104800,2206
2017,2,t3104900,323
2017,2,t3105100,21
2017,2,t3105201,191
2017,2,t3105204,613
2017,2,t3105400,411
2017,2,t3105500,39
2017,2,t3105600,221
2017,2,t3105700,468
2017,2,t3106000,1040
2017,2,t3106200,745
2017,2,t3106400,398
2017,2,t3106500,19
2017,2,t3106700,107
2017,2,t3106900,213
2017,2,t3107000,464
2017,2,t3107400,206
2017,2,t3107500,92
2017,2,t3107600,90
2017,2,t3108000,18
2017,2,t3108600,290
2017,2,t3108700,391
2017,2,t3108800,455
2017,2,t3108900,63
2017,2,t3109000,38
2017,2,t3109100,63
2017,2,t3109200,101
2017,2,t3109300,252
2017,2,t3109400,305
2017,2,t3109700,172
2017,2,t3109800,42
2017,2,t3109900,101
2017,2,t3110000,245
2017,2,t3110100,156
2017,2,t3110200,132
2017,2,t3110400,266
2017,2,t3110500,72
2017,2,t3110800,140
2017,2,t3110900,249
2017,2,t3111100,123
2017,2,t3111200,12
2017,2,t3111300,64
2017,2,t3111400,38
2017,2,t3111500,180
2017,2,t3111600,46
2017,2,t3122500,226
2017,2,t3122600,33
2017,2,t3125500,340
2017,2,t3125600,20
2017,2,t3125700,1096
2017,2,t3125800,939
2017,2,t3125900,1058
2017,2,t3126000,1260
2017,2,t3126100,467
2017,2,t3126200,444
2017,2,t3980000,85
2017,3,t3000101,511
2017,3,t3000102,1008
2017,3,t3000300,270
2017,3,t3000601,345
2017,3,t3000603,67
2017,3,t3001100,193
2017,3,t3001700,414
2017,3,t3002200,499
2017,3,t3002400,222
2017,3,t3002700,663
2017,3,t3003200,362
2017,3,t3003300,795
2017,3,t3003800,93
2017,3,t3005901,844
2017,3,t3005902,951
2017,3,t3006800,335
2017,3,t3007700,436
2017,3,t3007801,388
2017,3,t3008100,74
2017,3,t3008200,882
2017,3,t3008300,308
2017,3,t3008400,381
2017,3,t3008500,476
2017,3,t3009500,355
2017,3,t3009600,246
2017,3,t3011000,142
2017,3,t3011703,14
2017,3,t3011704,55
2017,3,t3011800,149
2017,3,t3011998,133
2017,3,t3012001,124
2017,3,t3012003,456
2017,3,t3012101,460
2017,3,t3012102,146
2017,3,t3020101,19
2017,3,t3020102,79
2017,3,t3020200,1087
2017,3,t3020301,322
2017,3,t3020302,370
2017,3,t3020303,420
2017,3,t3020304,413
2017,3,t3020400,682
2017,3,t3020500,466
2017,3,t3020600,224
2017,3,t3020700,295
2017,3,t3020801,140
2017,3,t3020804,233
2017,3,t3020902,55
2017,3,t3020903,97
2017,3,t3021001,276
2017,3,t3021002,91
2017,3,t3021100,144
2017,3,t3021200,214
2017,3,t3021300,503
2017,3,t3021400,332
2017,3,t3021501,315
2017,3,t3021502,532
2017,3,t3021503,397
2017,3,t3021504,155
2017,3,t3021505,207
2017,3,t3021601,133
2017,3,t3021602,269
2017,3,t3021700,93
2017,3,t3021800,16
2017,3,t3021900,37
2017,3,t3022000,33
2017,3,t3022101,164
2017,3,t3022102,141
2017,3,t3022200,55
2017,3,t3022301,88
2017,3,t3022302,252
2017,3,t3022400,304
2017,3,t3022700,115
2017,3,t3022801,18
2017,3,t3022802,172
2017,3,t3022901,140
2017,3,t3023000,108
2017,3,t3023200,367
2017,3,t3023300,574
2017,3,t3023400,621
2017,3,t3023501,76
2017,3,t3023502,45
2017,3,t3023700,16
2017,3,t3023801,38
2017,3,t3023802,19
2017,3,t3023903,70
2017,3,t3024003,193
2017,3,t3024004,352
2017,3,t3024005,37
2017,3,t3024100,121
2017,3,t3024200,72
2017,3,t3024300,142
2017,3,t3024400,302
2017,3,t3024500,60
2017,3,t3024600,259
2017,3,t3024700,119
2017,3,t3024801,131
2017,3,t3024802,365
2017,3,t3024901,62
2017,3,t3024902,199
2017,3,t3024903,294
2017,3,t3025100,134
2017,3,t3025201,583
2017,3,t3025205,465
2017,3,t3025301,55
2017,3,t3025302,429
2017,3,t3025401,250
2017,3,t3025403,268
2017,3,t3025601,265
2017,3,t3025603,79
2017,3,t3025605,98
2017,3,t3025701,266
2017,3,t3025702,187
2017,3,t3025801,86
2017,3,t3025802,30
2017,3,t3025803,232
2017,3,t3025805,37
2017,3,t3025903,122
2017,3,t3025905,15
2017,3,t3025906,227
2017,3,t3025907,40
2017,3,t3026005,288
2017,3,t3026006,117
2017,3,t3026007,166
2017,3,t3026013,43
2017,3,t3026014,64
2017,3,t3026015,86
2017,3,t3026016,239
2017,3,t3026018,38
2017,3,t3026019,291
2017,3,t3026020,443
2017,3,t3026021,18
2017,3,t3026022,29
2017,3,t3026101,76
2017,3,t3026103,19
2017,3,t3026104,188
2017,3,t3026201,25
2017,3,t3026202,33
2017,3,t3026205,17
2017,3,t3026206,89
2017,3,t3026207,213
2017,3,t3026208,45
2017,3,t3026302,26
2017,3,t3026402,249
2017,3,t3026403,161
2017,3,t3026404,18
2017,3,t3026505,41
2017,3,t3026507,234
2017,3,t3026508,33
2017,3,t3026509,26
2017,3,t3026510,52
2017,3,t3026511,181
2017,3,t3026512,215
2017,3,t3026514,164
2017,3,t3026606,108
2017,3,t3026609,27
2017,3,t3026610,78
2017,3,t3026611,323
2017,3,t3026612,166
2017,3,t3026613,139
2017,3,t3026702,88
2017,3,t3026706,47
2017,3,t3026707,60
2017,3,t3026708,90
2017,3,t3026710,248
2017,3,t3026711,67
2017,3,t3026712,134
2017,3,t3026713,74
2017,3,t3026714,232
2017,3,t3026715,162
2017,3,t3026716,53
2017,3,t3026807,575
2017,3,t3026809,730
2017,3,t3026810,898
2017,3,t3026811,729
2017,3,t3026812,287
2017,3,t3026814,628
2017,3,t3026815,341
2017,3,t3026816,787
2017,3,t3026818,690
2017,3,t3026819,1108
2017,3,t3026820,372
2017,3,t3026822,83
2017,3,t3026823,131
2017,3,t3026903,123
2017,3,t3026906,167
2017,3,t3026907,159
2017,3,t3026908,98
2017,3,t3026909,172
2017,3,t3026910,194
2017,3,t3027001,57
2017,3,t3027002,87
2017,3,t3027101,71
2017,3,t3027102,128
2017,3,t3027201,11
2017,3,t3027202,52
2017,3,t3027203,75
2017,3,t3027300,130
2017,3,t3027400,11
2017,3,t3027501,92
2017,3,t3027503,18
2017,3,t3027504,18
2017,3,t3027601,117
2017,3,t3027602,143
2017,3,t3027700,82
2017,3,t3051103,10
2017,3,t3051201,16
2017,3,t3051302,10
2017,3,t3051305,10
2017,3,t3100200,760
2017,3,t3100400,861
2017,3,t3100500,194
2017,3,t3100700,495
2017,3,t3100800,937
2017,3,t3100900,1429
2017,3,t3101200,108
2017,3,t3101300,541
2017,3,t3101600,963
2017,3,t3101800,543
2017,3,t3101900,376
2017,3,t3102000,532
2017,3,t3102100,1000
2017,3,t3102300,490
2017,3,t3102500,382
2017,3,t3102600,199
2017,3,t3102800,942
2017,3,t3102900,263
2017,3,t3103000,95
2017,3,t3103100,320
2017,3,t3103400,1015
2017,3,t3103600,74
2017,3,t3103700,347
2017,3,t3103900,11
2017,3,t3104000,391
2017,3,t3104100,708
2017,3,t3104400,451
2017,3,t3104800,2193
2017,3,t3104900,303
2017,3,t3105100,20
2017,3,t3105201,177
2017,3,t3105204,617
2017,3,t3105400,423
2017,3,t3105500,42
2017,3,t3105600,219
2017,3,t3105700,473
2017,3,t3106000,1022
2017,3,t3106200,764
2017,3,t3106400,393
2017,3,t3106500,22
2017,3,t3106700,121
2017,3,t3106900,228
2017,3,t3107000,444
2017,3,t3107400,195
2017,3,t3107500,83
2017,3,t3107600,101
2017,3,t3108000,19
2017,3,t3108600,278
2017,3,t3108700,399
2017,3,t3108800,443
2017,3,t3108900,61
2017,3,t3109000,39
2017,3,t3109100,66
2017,3,t3109200,92
2017,3,t3109300,228
2017,3,t3109400,290
2017,3,t3109700,159
2017,3,t3109800,47
2017,3,t3109900,104
2017,3,t3110000,249
2017,3,t3110100,148
2017,3,t3110200,135
2017,3,t3110400,274
2017,3,t3110500,77
2017,3,t3110800,130
2017,3,t3110900,248
2017,3,t3111100,105
2017,3,t3111200,12
2017,3,t3111300,61
2017,3,t3111400,40
2017,3,t3111500,178
2017,3,t3111600,49
2017,3,t3122500,237
2017,3,t3122600,33
2017,3,t3125500,328
2017,3,t3125600,15
2017,3,t3125700,1114
2017,3,t3125800,934
2017,3,t3125900,1039
2017,3,t3126000,1272
2017,3,t3126100,458
2017,3,t3126200,483
2017,3,t3980000,76
2017,4,t3000101,507
2017,4,t3000102,978
2017,4,t3000300,242
2017,4,t3000601,349
2017,4,t3000603,67
2017,4,t3001100,197
2017,4,t3001700,364
2017,4,t3002200,502
2017,4,t3002400,219
2017,4,t3002700,649
2017,4,t3003200,383
2017,4,t3003300,777
2017,4,t3003800,104
2017,4,t3005901,842
2017,4,t3005902,952
2017,4,t3006800,350
2017,4,t3007700,429
2017,4,t3007801,369
2017,4,t3008100,74
2017,4,t3008200,856
2017,4,t3008300,343
2017,4,t3008400,382
2017,4,t3008500,493
2017,4,t3009500,351
2017,4,t3009600,238
2017,4,t3011000,151
2017,4,t3011703,15
2017,4,t3011704,62
2017,4,t3011800,147
2017,4,t3011998,135
2017,4,t3012001,138
2017,4,t3012003,479
2017,4,t3012101,461
2017,4,t3012102,140
2017,4,t3020101,17
2017,4,t3020102,80
2017,4,t3020200,1105
2017,4,t3020301,337
2017,4,t3020302,368
2017,4,t3020303,400
2017,4,t3020304,419
2017,4,t3020400,664
2017,4,t3020500,443
2017,4,t3020600,220
2017,4,t3020700,284
2017,4,t3020801,147
2017,4,t3020804,231
2017,4,t3020902,51
2017,4,t3020903,104
2017,4,t3021001,258
2017,4,t3021002,102
2017,4,t3021100,132
2017,4,t3021200,197
2017,4,t3021300,498
2017,4,t3021400,325
2017,4,t3021501,315
2017,4,t3021502,541
2017,4,t3021503,396
2017,4,t3021504,166
2017,4,t3021505,195
2017,4,t3021601,140
2017,4,t3021602,258
2017,4,t3021700,84
2017,4,t3021800,16
2017,4,t3021900,43
2017,4,t3022000,30
2017,4,t3022101,179
2017,4,t3022102,148
2017,4,t3022200,54
2017,4,t3022301,95
2017,4,t3022302,255
2017,4,t3022400,293
2017,4,t3022700,118
2017,4,t3022801,13
2017,4,t3022802,162
2017,4,t3022901,149
2017,4,t3023000,104
2017,4,t3023200,380
2017,4,t3023300,587
2017,4,t3023400,624
2017,4,t3023501,91
2017,4,t3023502,25
2017,4,t3023700,16
2017,4,t3023801,36
2017,4,t3023802,18
2017,4,t3023903,68
2017,4,t3024003,200
2017,4,t3024004,360
2017,4,t3024005,45
2017,4,t3024100,136
2017,4,t3024200,69
2017,4,t3024300,133
2017,4,t3024400,311
2017,4,t3024500,62
2017,4,t3024600,259
2017,4,t3024700,109
2017,4,t3024801,148
2017,4,t3024802,362
2017,4,t3024901,53
2017,4,t3024902,205
2017,4,t3024903,319
2017,4,t3025100,146
2017,4,t3025201,557
2017,4,t3025205,471
2017,4,t3025301,57
2017,4,t3025302,444
2017,4,t3025401,256
2017,4,t3025403,263
2017,4,t3025601,284
2017,4,t3025603,95
2017,4,t3025605,104
2017,4,t3025701,268
2017,4,t3025702,193
2017,4,t3025801,86
2017,4,t3025802,28
2017,4,t3025803,230
2017,4,t3025805,47
2017,4,t3025903,122
2017,4,t3025905,22
2017,4,t3025906,243
2017,4,t3025907,32
2017,4,t3026005,296
2017,4,t3026006,105
2017,4,t3026007,179
2017,4,t3026013,33
2017,4,t3026014,61
2017,4,t3026015,90
2017,4,t3026016,238
2017,4,t3026018,45
2017,4,t3026019,262
2017,4,t3026020,448
2017,4,t3026021,21
2017,4,t3026022,24
2017,4,t3026101,80
2017,4,t3026103,19
2017,4,t3026104,182
2017,4,t3026201,22
2017,4,t3026202,30
2017,4,t3026205,17
2017,4,t3026206,86
2017,4,t3026207,210
2017,4,t3026208,44
2017,4,t3026302,28
2017,4,t3026402,252
2017,4,t3026403,155
2017,4,t3026404,18
2017,4,t3026505,36
2017,4,t3026507,232
2017,4,t3026508,33
2017,4,t3026509,25
2017,4,t3026510,69
2017,4,t3026511,178
2017,4,t3026512,209
2017,4,t3026514,171
2017,4,t3026605,12
2017,4,t3026606,96
2017,4,t3026609,24
2017,4,t3026610,82
2017,4,t3026611,350
2017,4,t3026612,160
2017,4,t3026613,140
2017,4,t3026702,90
2017,4,t3026706,47
2017,4,t3026707,67
2017,4,t3026708,93
2017,4,t3026710,253
2017,4,t3026711,71
2017,4,t3026712,129
2017,4,t3026713,67
2017,4,t3026714,222
2017,4,t3026715,163
2017,4,t3026716,54
2017,4,t3026807,577
2017,4,t3026809,681
2017,4,t3026810,902
2017,4,t3026811,709
2017,4,t3026812,267
2017,4,t3026814,620
2017,4,t3026815,345
2017,4,t3026816,779
2017,4,t3026818,669
2017,4,t3026819,1135
2017,4,t3026820,392
2017,4,t3026822,66
2017,4,t3026823,133
2017,4,t3026903,126
2017,4,t3026906,150
2017,4,t3026907,157
2017,4,t3026908,103
2017,4,t3026909,162
2017,4,t3026910,205
2017,4,t3027001,56
2017,4,t3027002,95
2017,4,t3027101,73
2017,4,t3027102,150
2017,4,t3027201,12
2017,4,t3027202,59
2017,4,t3027203,76
2017,4,t3027300,125
2017,4,t3027400,12
2017,4,t3027501,81
2017,4,t3027503,16
2017,4,t3027504,16
2017,4,t3027601,125
2017,4,t3027602,132
2017,4,t3027700,78
2017,4,t3033400,15
2017,4,t3033600,10
2017,4,t3034601,11
2017,4,t3051101,13
2017,4,t3051201,26
2017,4,t3051400,16
2017,4,t3100200,740
2017,4,t3100400,879
2017,4,t3100500,174
2017,4,t3100700,487
2017,4,t3100800,911
2017,4,t3100900,1437
2017,4,t3101200,112
2017,4,t3101300,520
2017,4,t3101600,971
2017,4,t3101800,539
2017,4,t3101900,382
2017,4,t3102000,535
2017,4,t3102100,992
2017,4,t3102300,467
2017,4,t3102500,369
2017,4,t3102600,197
2017,4,t3102800,944
2017,4,t3102900,256
2017,4,t3103000,99
2017,4,t3103100,292
2017,4,t3103400,1001
2017,4,t3103600,75
2017,4,t3103700,339
2017,4,t3103900,12
2017,4,t3104000,409
2017,4,t3104100,697
2017,4,t3104400,470
2017,4,t3104800,2175
2017,4,t3104900,291
2017,4,t3105100,21
2017,4,t3105201,182
2017,4,t3105204,622
2017,4,t3105400,424
2017,4,t3105500,51
2017,4,t3105600,219
2017,4,t3105700,485
2017,4,t3106000,1028
2017,4,t3106200,737
2017,4,t3106400,405
2017,4,t3106500,24
2017,4,t3106700,116
2017,4,t3106900,222
2017,4,t3107000,467
2017,4,t3107400,191
2017,4,t3107500,80
2017,4,t3107600,87
2017,4,t3108000,30
2017,4,t3108600,295
2017,4,t3108700,416
2017,4,t3108800,422
2017,4,t3108900,67
2017,4,t3109000,39
2017,4,t3109100,68
2017,4,t3109200,100
2017,4,t3109300,236
2017,4,t3109400,277
2017,4,t3109700,173
2017,4,t3109800,43
2017,4,t3109900,102
2017,4,t3110000,224
2017,4,t3110100,149
2017,4,t3110200,140
2017,4,t3110400,265
2017,4,t3110500,76
2017,4,t3110800,127
2017,4,t3110900,259
2017,4,t3111100,108
2017,4,t3111200,10
2017,4,t3111300,53
2017,4,t3111400,44
2017,4,t3111500,179
2017,4,t3111600,51
2017,4,t3122500,237
2017,4,t3122600,33
2017,4,t3125500,320
2017,4,t3125600,14
2017,4,t3125700,1056
2017,4,t3125800,905
2017,4,t3125900,1049
2017,4,t3126000,1293
2017,4,t3126100,476
2017,4,t3126200,464
2017,4,t3980000,74
2017,5,t3000101,503
2017,5,t3000102,955
2017,5,t3000300,228
2017,5,t3000601,337
2017,5,t3000603,78
2017,5,t3001100,183
2017,5,t3001700,372
2017,5,t3002200,531
2017,5,t3002400,222
2017,5,t3002700,657
2017,5,t3003200,387
2017,5,t3003300,758
2017,5,t3003800,101
2017,5,t3005901,795
2017,5,t3005902,962
2017,5,t3006800,367
2017,5,t3007700,413
2017,5,t3007801,377
2017,5,t3008100,77
2017,5,t3008200,882
2017,5,t3008300,366
2017,5,t3008400,392
2017,5,t3008500,479
2017,5,t3009500,360
2017,5,t3009600,238
2017,5,t3011000,144
2017,5,t3011703,19
2017,5,t3011704,62
2017,5,t3011800,145
2017,5,t3011998,140
2017,5,t3012001,132
2017,5,t3012003,461
2017,5,t3012101,466
2017,5,t3012102,155
2017,5,t3020101,13
2017,5,t3020102,60
2017,5,t3020200,1058
2017,5,t3020301,334
2017,5,t3020302,378
2017,5,t3020303,394
2017,5,t3020304,430
2017,5,t3020400,649
2017,5,t3020500,437
2017,5,t3020600,216
2017,5,t3020700,284
2017,5,t3020801,140
2017,5,t3020804,207
2017,5,t3020902,58
2017,5,t3020903,92
2017,5,t3021001,248
2017,5,t3021002,97
2017,5,t3021100,118
2017,5,t3021200,180
2017,5,t3021300,499
2017,5,t3021400,304
2017,5,t3021501,347
2017,5,t3021502,535
2017,5,t3021503,394
2017,5,t3021504,166
2017,5,t3021505,194
2017,5,t3021601,146
2017,5,t3021602,281
2017,5,t3021700,81
2017,5,t3021800,14
2017,5,t3021900,42
2017,5,t3022000,16
2017,5,t3022101,178
2017,5,t3022102,141
2017,5,t3022200,55
2017,5,t3022301,86
2017,5,t3022302,244
2017,5,t3022400,276
2017,5,t3022700,106
2017,5,t3022801,19
2017,5,t3022802,153
2017,5,t3022901,146
2017,5,t3023000,94
2017,5,t3023200,391
2017,5,t3023300,570
2017,5,t3023400,629
2017,5,t3023501,89
2017,5,t3023502,26
2017,5,t3023700,16
2017,5,t3023801,37
2017,5,t3023802,10
2017,5,t3023903,76
2017,5,t3024003,191
2017,5,t3024004,361
2017,5,t3024005,44
2017,5,t3024100,129
2017,5,t3024200,60
2017,5,t3024300,130
2017,5,t3024400,302
2017,5,t3024500,86
2017,5,t3024600,273
2017,5,t3024700,107
2017,5,t3024801,146
2017,5,t3024802,370
2017,5,t3024901,52
2017,5,t3024902,194
2017,5,t3024903,307
2017,5,t3025100,118
2017,5,t3025201,573
2017,5,t3025205,455
2017,5,t3025301,59
2017,5,t3025302,415
2017,5,t3025401,268
2017,5,t3025403,270
2017,5,t3025601,281
2017,5,t3025603,91
2017,5,t3025605,99
2017,5,t3025701,267
2017,5,t3025702,194
2017,5,t3025801,94
2017,5,t3025802,26
2017,5,t3025803,235
2017,5,t3025805,48
2017,5,t3025903,105
2017,5,t3025905,22
2017,5,t3025906,257
2017,5,t3025907,32
2017,5,t3026005,294
2017,5,t3026006,116
2017,5,t3026007,159
2017,5,t3026013,35
2017,5,t3026014,56
2017,5,t3026015,94
2017,5,t3026016,255
2017,5,t3026018,41
2017,5,t3026019,256
2017,5,t3026020,426
2017,5,t3026021,22
2017,5,t3026022,19
2017,5,t3026101,80
2017,5,t3026103,19
2017,5,t3026104,190
2017,5,t3026201,21
2017,5,t3026202,29
2017,5,t3026205,29
2017,5,t3026206,85
2017,5,t3026207,222
2017,5,t3026208,32
2017,5,t3026302,26
2017,5,t3026402,267
2017,5,t3026403,151
2017,5,t3026404,17
2017,5,t3026505,23
2017,5,t3026507,246
2017,5,t3026508,39
2017,5,t3026509,23
2017,5,t3026510,60
2017,5,t3026511,150
2017,5,t3026512,211
2017,5,t3026514,167
2017,5,t3026605,12
2017,5,t3026606,96
2017,5,t3026609,30
2017,5,t3026610,73
2017,5,t3026611,365
2017,5,t3026612,145
2017,5,t3026613,136
2017,5,t3026702,73
2017,5,t3026706,47
2017,5,t3026707,64
2017,5,t3026708,96
2017,5,t3026710,231
2017,5,t3026711,56
2017,5,t3026712,104
2017,5,t3026713,63
2017,5,t3026714,226
2017,5,t3026715,152
2017,5,t3026716,54
2017,5,t3026807,581
2017,5,t3026809,660
2017,5,t3026810,885
2017,5,t3026811,738
2017,5,t3026812,278
2017,5,t3026814,621
2017,5,t3026815,346
2017,5,t3026816,750
2017,5,t3026818,638
2017,5,t3026819,1132
2017,5,t3026820,359
2017,5,t3026822,59
2017,5,t3026823,133
2017,5,t3026903,119
2017,5,t3026906,151
2017,5,t3026907,148
2017,5,t3026908,101
2017,5,t3026909,161
2017,5,t3026910,194
2017,5,t3027001,57
2017,5,t3027002,100
2017,5,t3027101,83
2017,5,t3027102,138
2017,5,t3027201,14
2017,5,t3027202,49
2017,5,t3027203,71
2017,5,t3027300,132
2017,5,t3027400,12
2017,5,t3027501,80
2017,5,t3027503,16
2017,5,t3027504,22
2017,5,t3027601,130
2017,5,t3027602,126
2017,5,t3027700,83
2017,5,t3033400,14
2017,5,t3033600,10
2017,5,t3051201,20
2017,5,t3051302,12
2017,5,t3051400,10
2017,5,t3100200,741
2017,5,t3100400,885
2017,5,t3100500,159
2017,5,t3100700,487
2017,5,t3100800,927
2017,5,t3100900,1452
2017,5,t3101200,124
2017,5,t3101300,502
2017,5,t3101600,969
2017,5,t3101800,516
2017,5,t3101900,368
2017,5,t3102000,547
2017,5,t3102100,983
2017,5,t3102300,460
2017,5,t3102500,335
2017,5,t3102600,175
2017,5,t3102800,943
2017,5,t3102900,265
2017,5,t3103000,99
2017,5,t3103100,313
2017,5,t3103400,966
2017,5,t3103600,73
2017,5,t3103700,344
2017,5,t3103900,10
2017,5,t3104000,411
2017,5,t3104100,691
2017,5,t3104400,412
2017,5,t3104800,2189
2017,5,t3104900,299
2017,5,t3105100,17
2017,5,t3105201,165
2017,5,t3105204,622
2017,5,t3105400,419
2017,5,t3105500,41
2017,5,t3105600,223
2017,5,t3105700,482
2017,5,t3106000,1020
2017,5,t3106200,756
2017,5,t3106400,396
2017,5,t3106500,23
2017,5,t3106700,115
2017,5,t3106900,233
2017,5,t3107000,456
2017,5,t3107400,181
2017,5,t3107500,83
2017,5,t3107600,94
2017,5,t3108000,18
2017,5,t3108600,280
2017,5,t3108700,420
2017,5,t3108800,414
2017,5,t3108900,71
2017,5,t3109000,38
2017,5,t3109100,61
2017,5,t3109200,94
2017,5,t3109300,241
2017,5,t3109400,288
2017,5,t3109700,174
2017,5,t3109800,42
2017,5,t3109900,102
2017,5,t3110000,237
2017,5,t3110100,143
2017,5,t3110200,137
2017,5,t3110400,266
2017,5,t3110500,87
2017,5,t3110800,121
2017,5,t3110900,251
2017,5,t3111100,109
2017,5,t3111200,10
2017,5,t3111300,39
2017,5,t3111400,45
2017,5,t3111500,166
2017,5,t3111600,49
2017,5,t3122500,236
2017,5,t3122600,33
2017,5,t3125500,312
2017,5,t3125600,18
2017,5,t3125700,1045
2017,5,t3125800,918
2017,5,t3125900,1069
2017,5,t3126000,1278
2017,5,t3126100,492
2017,5,t3126200,435
2017,5,t3980000,76
2017,6,t3000101,511
2017,6,t3000102,931
2017,6,t3000300,236
2017,6,t3000601,318
2017,6,t3000603,97
2017,6,t3001100,170
2017,6,t3001700,377
2017,6,t3002200,522
2017,6,t3002400,233
2017,6,t3002700,646
2017,6,t3003200,385
2017,6,t3003300,766
2017,6,t3003800,95
2017,6,t3005901,819
2017,6,t3005902,938
2017,6,t3006800,377
2017,6,t3007700,399
2017,6,t3007801,373
2017,6,t3008100,73
2017,6,t3008200,865
2017,6,t3008300,348
2017,6,t3008400,404
2017,6,t3008500,485
2017,6,t3009500,353
2017,6,t3009600,235
2017,6,t3011000,161
2017,6,t3011703,17
2017,6,t3011704,58
2017,6,t3011800,140
2017,6,t3011998,139
2017,6,t3012001,138
2017,6,t3012003,475
2017,6,t3012101,440
2017,6,t3012102,150
2017,6,t3020101,11
2017,6,t3020102,60
2017,6,t3020200,1026
