name,date,total_pop,median_age,male_perc,female_perc,white_perc,black_perc,asian_perc,other_perc,employed_perc,unemployed_perc,income_below_poverty_perc,income_median,income_mean,k_12_perc,college_undergrad_perc,total_pop_above_25_w_bach_degree_perc,stem_degree_perc,stem_related_degree_perc,business_degree_perc,education_degree_perc,humanities_degree_perc,healthInsured_perc,mean_travel_work,occupied_housing_units,owned_housing_units,rented_housing_units,life_expectancy,total_enrolled_SNAP,asian_SNAP_enrollment_perc,black_SNAP_enrollment_perc,other_SNAP_enrollment_perc,white_SNAP_enrollment_perc,hdi_index,num_households,single_parent_households,mobile_home_households,no_HS_diploma_households,no_vehicle_households,limited_english_households,eviction_filings,eviction_rate_perc,hl_binge_drinking_prev,hl_high_blood_pressure_prev,hl_cancer_prev,hl_asthma_prev,hl_heart_disease_prev,hl_doctor_visits_prev,hl_smoking_prev,hl_dentist_visits_prev,hl_kidney_disease_prev,hl_poor_mental_health_prev,hl_obesity_prev,hl_poor_sleep_prev,hl_stroke_prev,hs_subsidized_units,hl_VA_health_coverage,hl_public_coverage,hl_medicare_coverage,hl_private_coverage,inc_no_internet_households,inc_internet_households,hs_median_rent,acs_SNAP_household_total,acs_SNAP_household_white,acs_SNAP_household_black,acs_SNAP_household_Asian
t3024801,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3024801,2018,2381.0,36.0,51.0,49.0,65.0,11.0,9.0,7.0,75.0,2.0,12.0,59292.0,80718.0,79.0,11.0,469.0,38.0,7.0,18.0,12.0,25.0,88.0,23.0,880.0,640.0,240.0,80.0,1716.0,,39.0,47.0,13.0,4.84,880.0,74.0,0.0,160.0,94.0,161.0,11.0,45.0,,,,,,,,,,,,,,8.0,44.0,395.0,321.0,1647.0,197.0,2165.0,861.0,82.0,47.0,35.0,0.0
t3024801,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3024802,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,43.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3024802,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3024802,2018,2790.0,33.0,53.0,47.0,54.0,16.0,2.0,20.0,69.0,2.0,10.0,46911.0,59087.0,58.0,15.0,513.0,44.0,5.0,15.0,13.0,24.0,84.0,21.0,1059.0,460.0,599.0,72.0,4386.0,6.0,37.0,30.0,26.0,2.91,1059.0,97.0,0.0,309.0,197.0,490.0,28.0,50.0,,,,,,,,,,,,,,181.0,20.0,701.0,376.0,1410.0,270.0,2388.0,814.0,206.0,71.0,68.0,29.0
t3024802,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3024901,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3024901,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3024901,2018,1081.0,32.0,52.0,48.0,51.0,20.0,21.0,2.0,73.0,1.0,4.0,70234.0,78093.0,79.0,13.0,223.0,26.0,9.0,27.0,7.0,31.0,97.0,20.0,336.0,281.0,55.0,76.0,402.0,,63.0,22.0,13.0,3.92,336.0,42.0,0.0,83.0,14.0,68.0,,,,,,,,,,,,,,,,2.0,27.0,210.0,140.0,827.0,28.0,1048.0,1543.0,9.0,0.0,0.0,9.0
t3024901,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3024902,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3024902,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3024902,2018,2609.0,34.0,56.0,44.0,70.0,9.0,10.0,8.0,73.0,2.0,16.0,73264.0,89077.0,72.0,16.0,578.0,32.0,7.0,26.0,6.0,29.0,89.0,20.0,829.0,631.0,198.0,79.0,1904.0,13.0,26.0,35.0,24.0,4.74,829.0,79.0,3.0,400.0,36.0,225.0,,,,,,,,,,,,,,,,12.0,52.0,537.0,300.0,1736.0,412.0,2144.0,934.0,80.0,66.0,3.0,0.0
t3024902,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3024903,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3024903,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3024903,2018,2521.0,34.0,52.0,48.0,62.0,18.0,3.0,9.0,66.0,4.0,24.0,50345.0,60629.0,68.0,23.0,315.0,21.0,5.0,16.0,20.0,38.0,84.0,22.0,790.0,428.0,362.0,80.0,3302.0,9.0,47.0,25.0,18.0,4.1,790.0,122.0,0.0,372.0,16.0,265.0,16.0,31.0,,,,,,,,,,,,,,49.0,19.0,650.0,277.0,1404.0,428.0,2085.0,1000.0,205.0,99.0,89.0,17.0
t3024903,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3025100,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3025100,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3025100,2018,2837.0,37.0,58.0,42.0,64.0,21.0,7.0,8.0,70.0,5.0,5.0,55125.0,63451.0,39.0,48.0,691.0,30.0,8.0,25.0,8.0,29.0,91.0,23.0,1313.0,431.0,882.0,84.0,1731.0,,49.0,14.0,36.0,5.85,1313.0,67.0,0.0,181.0,98.0,225.0,28.0,61.0,23.9,22.2,5.4,7.7,4.1,67.2,15.2,72.4,2.3,10.3,25.4,30.1,2.2,32.0,137.0,390.0,442.0,2106.0,359.0,2371.0,996.0,42.0,33.0,9.0,0.0
t3025100,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3025201,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3025201,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3025201,2018,5326.0,32.0,53.0,47.0,49.0,20.0,9.0,19.0,76.0,6.0,15.0,52372.0,66107.0,74.0,17.0,698.0,30.0,12.0,21.0,14.0,23.0,85.0,23.0,1726.0,792.0,934.0,81.0,6665.0,3.0,48.0,28.0,20.0,4.21,1726.0,224.0,0.0,715.0,263.0,584.0,,,21.5,24.6,5.0,8.4,4.6,67.6,19.0,64.9,2.6,12.1,28.7,32.8,2.7,116.0,62.0,1425.0,513.0,2968.0,773.0,4498.0,956.0,218.0,78.0,115.0,0.0
t3025201,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3025205,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3025205,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025205,2018,4821.0,39.0,51.0,49.0,68.0,11.0,10.0,7.0,69.0,4.0,10.0,73924.0,83329.0,67.0,22.0,1018.0,34.0,4.0,25.0,10.0,28.0,95.0,24.0,1793.0,1545.0,248.0,80.0,4682.0,5.0,56.0,15.0,23.0,4.97,1793.0,102.0,0.0,423.0,87.0,207.0,,,21.8,25.6,6.9,7.7,5.3,69.6,15.3,70.2,2.7,9.9,25.2,30.1,2.7,70.0,108.0,1039.0,737.0,3454.0,496.0,4251.0,1238.0,116.0,37.0,33.0,16.0
t3025205,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025301,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025301,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025301,2018,2756.0,52.0,50.0,50.0,89.0,5.0,2.0,0.0,59.0,2.0,5.0,72083.0,87115.0,67.0,23.0,890.0,30.0,9.0,18.0,16.0,28.0,96.0,19.0,1195.0,860.0,335.0,78.0,665.0,,34.0,,65.0,6.15,1195.0,39.0,0.0,86.0,117.0,15.0,,,19.1,29.7,9.5,7.1,6.5,73.8,11.7,79.6,3.1,8.1,23.1,26.0,3.2,9.0,48.0,235.0,667.0,2290.0,190.0,2443.0,858.0,36.0,25.0,11.0,0.0
t3025301,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3025302,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3025302,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025302,2018,4261.0,40.0,48.0,52.0,68.0,16.0,6.0,4.0,65.0,4.0,13.0,52344.0,63526.0,65.0,20.0,738.0,21.0,11.0,14.0,26.0,29.0,94.0,23.0,1836.0,986.0,850.0,80.0,4819.0,13.0,38.0,11.0,35.0,4.32,1836.0,62.0,51.0,349.0,199.0,83.0,,,20.1,27.9,7.3,7.9,6.1,70.4,16.4,70.8,3.0,10.5,26.0,29.9,3.2,177.0,65.0,937.0,935.0,2919.0,772.0,3446.0,931.0,190.0,108.0,26.0,27.0
t3025302,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025401,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025401,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025401,2018,4267.0,36.0,54.0,46.0,60.0,14.0,11.0,11.0,73.0,3.0,5.0,61094.0,72099.0,64.0,23.0,587.0,35.0,7.0,30.0,5.0,23.0,91.0,22.0,1528.0,1221.0,307.0,81.0,3260.0,8.0,32.0,22.0,35.0,4.38,1528.0,116.0,0.0,421.0,54.0,366.0,,,21.7,25.8,6.7,7.8,5.5,68.9,16.4,70.4,2.8,10.5,25.7,30.0,2.9,48.0,90.0,725.0,636.0,3082.0,313.0,3922.0,869.0,147.0,77.0,17.0,42.0
t3025401,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3025403,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3025403,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025403,2018,4320.0,32.0,48.0,52.0,66.0,12.0,5.0,4.0,70.0,4.0,16.0,56273.0,69291.0,62.0,25.0,793.0,33.0,9.0,26.0,9.0,24.0,88.0,18.0,1679.0,624.0,1055.0,77.0,2888.0,7.0,50.0,15.0,26.0,3.84,1679.0,288.0,0.0,325.0,82.0,180.0,,,20.6,26.9,6.9,8.0,6.0,69.2,16.4,71.6,3.1,11.0,26.2,29.3,3.2,55.0,32.0,1096.0,461.0,2597.0,593.0,3651.0,961.0,142.0,77.0,65.0,0.0
t3025403,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025601,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025601,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025601,2018,2491.0,43.0,43.0,58.0,83.0,2.0,8.0,0.0,64.0,1.0,8.0,68561.0,85204.0,74.0,19.0,788.0,32.0,13.0,18.0,13.0,24.0,98.0,19.0,1194.0,651.0,543.0,84.0,3048.0,32.0,25.0,3.0,38.0,6.96,1194.0,93.0,0.0,85.0,153.0,91.0,,,19.6,28.4,8.2,7.3,6.2,71.6,12.7,76.4,3.1,8.9,24.3,26.9,3.1,169.0,43.0,616.0,577.0,1715.0,411.0,2052.0,846.0,155.0,111.0,0.0,37.0
t3025601,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025603,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025603,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025603,2018,3701.0,44.0,51.0,49.0,87.0,3.0,6.0,1.0,59.0,4.0,5.0,80196.0,96473.0,59.0,18.0,1408.0,32.0,12.0,19.0,12.0,25.0,97.0,21.0,1564.0,1303.0,261.0,82.0,662.0,,37.0,12.0,50.0,7.0,1564.0,98.0,17.0,114.0,65.0,53.0,,,20.7,26.6,8.1,7.2,5.6,71.4,12.0,78.3,2.8,8.5,23.4,26.5,2.7,7.0,149.0,401.0,800.0,3135.0,413.0,3232.0,1295.0,32.0,7.0,0.0,0.0
t3025603,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3025605,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3025605,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025605,2018,3486.0,39.0,50.0,50.0,80.0,8.0,10.0,0.0,70.0,0.0,7.0,61375.0,85236.0,53.0,26.0,1246.0,29.0,11.0,30.0,12.0,18.0,96.0,19.0,1646.0,956.0,690.0,80.0,1176.0,10.0,25.0,12.0,51.0,5.97,1646.0,53.0,0.0,106.0,95.0,74.0,,,21.1,25.8,7.8,7.3,5.5,70.6,12.4,78.3,2.7,8.8,23.4,26.7,2.7,8.0,121.0,395.0,721.0,2923.0,490.0,2982.0,896.0,112.0,48.0,29.0,25.0
t3025605,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3025701,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3025701,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,62.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3025701,2018,7089.0,41.0,49.0,51.0,80.0,11.0,2.0,5.0,70.0,1.0,4.0,73190.0,97392.0,75.0,11.0,2522.0,35.0,6.0,16.0,24.0,18.0,96.0,19.0,2845.0,1935.0,910.0,86.0,3496.0,6.0,51.0,10.0,31.0,7.2,2845.0,52.0,0.0,301.0,66.0,207.0,13.0,31.0,20.6,25.8,8.2,7.3,5.2,72.0,11.0,79.4,2.6,8.1,22.5,26.3,2.6,90.0,184.0,955.0,1343.0,5794.0,414.0,6661.0,1074.0,212.0,57.0,115.0,0.0
t3025701,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3025702,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025702,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3025702,2018,4583.0,48.0,48.0,52.0,80.0,11.0,3.0,1.0,61.0,1.0,6.0,67739.0,88275.0,61.0,22.0,1449.0,24.0,9.0,28.0,19.0,20.0,96.0,21.0,1889.0,1340.0,549.0,81.0,2266.0,10.0,42.0,5.0,40.0,6.25,1889.0,87.0,0.0,111.0,140.0,26.0,22.0,36.0,18.4,30.1,9.1,7.4,6.8,73.0,12.8,76.3,3.3,9.0,24.7,26.8,3.4,177.0,143.0,749.0,1080.0,3427.0,520.0,3936.0,979.0,160.0,124.0,25.0,0.0
t3025702,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3025801,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3025801,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,41.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3025801,2018,3075.0,40.0,46.0,54.0,74.0,10.0,6.0,7.0,71.0,2.0,5.0,73893.0,85961.0,40.0,37.0,1004.0,44.0,8.0,15.0,13.0,20.0,97.0,25.0,1530.0,690.0,840.0,80.0,991.0,,42.0,,57.0,5.83,1530.0,83.0,0.0,88.0,102.0,33.0,21.0,33.0,23.6,22.6,6.5,7.4,4.3,69.0,12.7,78.2,2.3,8.9,22.9,27.6,2.2,11.0,57.0,336.0,616.0,2635.0,408.0,2607.0,1202.0,15.0,8.0,0.0,0.0
t3025801,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025802,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025802,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025802,2018,2306.0,44.0,54.0,46.0,89.0,1.0,3.0,1.0,68.0,1.0,2.0,94000.0,103765.0,68.0,19.0,775.0,22.0,5.0,27.0,19.0,27.0,99.0,25.0,912.0,852.0,60.0,80.0,297.0,,,,100.0,5.96,912.0,31.0,0.0,71.0,22.0,0.0,,,22.5,25.0,7.8,7.2,5.0,70.8,12.1,81.6,2.5,8.3,23.1,26.0,2.4,1.0,55.0,225.0,446.0,2032.0,122.0,2159.0,1409.0,10.0,10.0,0.0,0.0
t3025802,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025803,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025803,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025803,2018,3160.0,43.0,47.0,53.0,76.0,12.0,5.0,1.0,68.0,3.0,7.0,58322.0,72508.0,70.0,28.0,691.0,28.0,8.0,21.0,12.0,32.0,94.0,23.0,1283.0,826.0,457.0,81.0,2520.0,10.0,40.0,4.0,44.0,5.33,1283.0,102.0,0.0,174.0,106.0,58.0,,,20.8,27.2,7.3,7.9,5.8,69.9,16.0,73.4,2.9,10.4,26.3,28.7,3.0,109.0,92.0,428.0,643.0,2465.0,300.0,2817.0,776.0,146.0,63.0,51.0,11.0
t3025803,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025805,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025805,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025805,2018,2679.0,54.0,50.0,50.0,96.0,0.0,1.0,0.0,47.0,2.0,7.0,72188.0,106661.0,84.0,7.0,978.0,31.0,5.0,22.0,14.0,28.0,96.0,24.0,1003.0,891.0,112.0,81.0,362.0,,11.0,,88.0,5.72,1003.0,69.0,0.0,162.0,53.0,0.0,,,19.4,28.9,9.5,7.2,6.4,73.4,11.7,80.3,3.0,8.2,22.6,25.3,3.1,-1.0,134.0,367.0,654.0,1947.0,203.0,2243.0,1405.0,11.0,11.0,0.0,0.0
t3025805,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3025903,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,26.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3025903,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3025903,2018,5817.0,51.0,46.0,54.0,87.0,3.0,7.0,1.0,67.0,2.0,4.0,86431.0,115707.0,64.0,25.0,2630.0,29.0,9.0,23.0,14.0,25.0,98.0,21.0,2747.0,2137.0,610.0,85.0,1720.0,5.0,45.0,11.0,37.0,7.94,2747.0,77.0,0.0,193.0,38.0,51.0,20.0,50.0,19.8,27.3,8.7,7.2,5.5,73.1,10.9,80.1,2.7,7.9,22.9,25.5,2.6,37.0,137.0,534.0,1445.0,5026.0,403.0,5394.0,1037.0,76.0,17.0,24.0,21.0
t3025903,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025905,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025905,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025905,2018,3551.0,57.0,51.0,49.0,91.0,2.0,5.0,0.0,51.0,0.0,1.0,103947.0,128934.0,78.0,17.0,1894.0,35.0,10.0,20.0,14.0,22.0,99.0,21.0,1592.0,1281.0,311.0,84.0,,,,,,8.27,1592.0,27.0,0.0,90.0,172.0,9.0,,,17.0,30.4,11.3,6.6,6.7,76.6,7.8,84.2,3.1,6.3,20.1,22.8,3.1,-1.0,116.0,293.0,1257.0,3082.0,271.0,3160.0,1652.0,6.0,6.0,0.0,0.0
t3025905,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3025906,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3025906,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3025906,2018,6299.0,41.0,50.0,50.0,79.0,2.0,7.0,1.0,78.0,3.0,3.0,80266.0,98015.0,65.0,21.0,2133.0,39.0,8.0,17.0,4.0,33.0,90.0,26.0,2728.0,1689.0,1039.0,82.0,3227.0,6.0,42.0,15.0,35.0,6.43,2728.0,257.0,0.0,140.0,0.0,154.0,55.0,55.0,24.3,21.3,6.2,7.5,3.7,68.8,12.2,80.8,2.1,8.7,22.4,27.0,1.9,33.0,62.0,424.0,916.0,5201.0,283.0,6011.0,1090.0,27.0,27.0,0.0,0.0
t3025906,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025907,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025907,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3025907,2018,4752.0,49.0,43.0,57.0,89.0,2.0,5.0,1.0,65.0,2.0,2.0,83033.0,107899.0,68.0,19.0,1849.0,40.0,6.0,17.0,9.0,28.0,100.0,24.0,2171.0,1953.0,218.0,83.0,415.0,,5.0,,94.0,7.22,2171.0,86.0,0.0,79.0,65.0,47.0,,,22.2,23.6,7.5,7.4,4.3,71.0,11.0,82.2,2.3,8.2,22.3,26.1,2.2,2.0,105.0,538.0,1170.0,4155.0,367.0,4311.0,1291.0,69.0,35.0,0.0,0.0
t3025907,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026005,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026005,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026005,2018,4031.0,39.0,52.0,48.0,76.0,10.0,7.0,1.0,68.0,3.0,13.0,92008.0,112126.0,76.0,11.0,1335.0,40.0,8.0,27.0,11.0,15.0,97.0,23.0,1470.0,1166.0,304.0,80.0,3610.0,4.0,74.0,,20.0,6.09,1470.0,147.0,27.0,135.0,35.0,100.0,,,,,,,,,,,,,,,,146.0,37.0,806.0,468.0,3006.0,157.0,3869.0,1217.0,85.0,76.0,0.0,9.0
t3026005,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3026006,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3026006,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3026006,2018,2929.0,37.0,48.0,52.0,85.0,10.0,3.0,1.0,68.0,2.0,11.0,71154.0,92402.0,63.0,20.0,1230.0,38.0,6.0,28.0,9.0,20.0,99.0,21.0,1330.0,832.0,498.0,87.0,1332.0,,66.0,2.0,30.0,7.17,1330.0,161.0,0.0,52.0,18.0,39.0,,,,,,,,,,,,,,,,21.0,37.0,479.0,505.0,2383.0,92.0,2807.0,1210.0,65.0,51.0,14.0,0.0
t3026006,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,
t3026007,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,
