,Neighborhood,Lat,Long
5001,LOWRY HILL EAST,44.95879509,-93.29433518
5004,WEBBER - CAMDEN,45.03446611,-93.29577512
5006,NORTH LOOP,44.98655449,-93.27299012
5007,WINDOM,44.89153293,-93.27811309
5011,BRYN - MAWR,44.97243386,-93.30426251
5013,COLUMBIA PARK,45.03282842,-93.26641629
5014,LOWRY HILL EAST,44.95003,-93.29444000000001
5015,ERICSSON,44.91880175,-93.22431327
5016,HAWTHORNE,45.003144,-93.29105149
5021,KING FIELD,44.93773,-93.27790999999999
5022,WEBBER - CAMDEN,45.0249102,-93.29812425
5023,WILLARD - HAY,44.99244587,-93.31462406
5024,BRYN - MAWR,44.96307,-93.32723
5025,PHILLIPS WEST,44.94835107,-93.26966558
5028,MINNEHAHA,44.91626633,-93.21567023
5030,CARAG,44.948370000000004,-93.2932
5031,CENTRAL,44.946659999999994,-93.27156
5033,CORCORAN,44.93862869,-93.23890582
5038,EAST PHILLIPS,44.95554211,-93.24461013
5044,MARCY HOLMES,44.98375,-93.25359
5048,LORING PARK,44.969840000000005,-93.27781999999999
5049,UNIVERSITY OF MINNESOTA,44.97979469,-93.23725717
5054,JORDAN,45.007092,-93.31204918
5061,STANDISH,44.93051638,-93.24036597
5065,WINDOM PARK,45.00779,-93.23589
5070,LOWRY HILL EAST,44.95098959,-93.29443595
5071,BELTRAMI,44.99826102,-93.24480905
5073,LIND - BOHANON,45.04661921,-93.28763199
5074,LIND - BOHANON,45.043001399999994,-93.29402887
5076,SEWARD,44.96004631,-93.24429797
5079,WILLARD - HAY,44.99064,-93.31336
5080,MCKINLEY,45.02123016,-93.29056362
5082,JORDAN,45.00088832,-93.29870156
5093,JORDAN,45.00783,-93.30821
5095,DIAMOND LAKE,44.8952189,-93.25787887
5102,MARSHALL TERRACE,45.01588317,-93.27013084
5107,FOLWELL,45.01501,-93.30190999999999
5108,MARSHALL TERRACE,45.01317,-93.26465
5111,NORTHROP,44.92603161,-93.24731971
5113,NORTH LOOP,44.983709999999995,-93.27133
5119,NEAR - NORTH,44.999159999999996,-93.29564
5120,WEBBER - CAMDEN,45.03544133,-93.29994773
5128,REGINA,44.92603156,-93.26886163
5134,EAST ISLES,44.94836837,-93.30400872
5137,NORTH LOOP,44.99024643,-93.27817191
5138,WHITTIER,44.96180077,-93.2778187
5139,LOWRY HILL EAST,44.94925,-93.29573
5141,CENTRAL,44.93685416,-93.26252692
5142,VICTORY,45.03779365,-93.31169582
5144,CARAG,44.9404165,-93.29328078
5148,POWDERHORN PARK,44.946101,-93.25503852
5150,CEDAR - ISLES - DEAN,44.94845834,-93.32815124
5152,UNIVERSITY OF MINNESOTA,44.97364,-93.23385999999999
5153,WILLARD - HAY,44.99807204,-93.29940304
5157,WEST CALHOUN,44.944359999999996,-93.31974
5159,MIDTOWN PHILLIPS,44.95100647,-93.25502157
5160,JORDAN,45.01234399,-93.31207412
5173,MINNEHAHA,44.90991153,-93.21136986
5174,DOWNTOWN WEST,44.97632,-93.27088
5175,BRYANT,44.92964745,-93.26376025
5176,WHITTIER,44.95283963,-93.27789224
5177,LINDEN HILLS,44.931414000000004,-93.32010001
5179,HARRISON,44.97990345,-93.29113047
5181,HARRISON,44.98327666,-93.30970139
5182,COMO,44.99047827,-93.22694065
5184,WILLARD - HAY,44.99228417,-93.3044577
5185,LOGAN PARK,44.99980718,-93.25626328
5191,EAST ISLES,44.95680675,-93.29584001
5193,LOWRY HILL,44.9654098,-93.29116225
5198,CARAG,44.94920253,-93.28936422
5199,ST. ANTHONY EAST,44.99412273,-93.25369752
5201,LYNDALE,44.94405545,-93.27663207
5203,CARAG,44.93769,-93.29458000000001
5209,JORDAN,45.00691522,-93.3069452
5213,JORDAN,44.99916102,-93.29640069999999
5217,SUMNER - GLENWOOD,44.98278712,-93.29018524
5220,SHERIDAN,45.00254271,-93.27116178
5223,DOWNTOWN WEST,44.97205,-93.27639
5226,WENONAH,44.90263946,-93.22723453
5229,REGINA,44.92420088,-93.27276529
5231,WHITTIER,44.96180795,-93.28800649
5233,DOWNTOWN WEST,44.97390086,-93.27292145
5236,LONGFELLOW,44.95107477,-93.22566342
5241,CEDAR RIVERSIDE,44.96775732,-93.23921051
5242,BANCROFT,44.93320826,-93.25113206
5243,CARAG,44.94212467,-93.29580141
5245,LONGFELLOW,44.94836,-93.22038
5250,EAST HARRIET,44.93679114,-93.28949281
5255,CARAG,44.94381695,-93.2970498
5257,COOPER,44.942384999999994,-93.21272927
5258,LIND - BOHANON,45.04842869,-93.29791642
5261,VENTURA VILLAGE,44.96180011,-93.26511036
5263,NICOLLET ISLAND - EAST BANK,44.98642082,-93.25701414
5266,NEAR - NORTH,44.99915806,-93.29487623
5268,CENTRAL,44.93595568,-93.27080142
5274,MINNEHAHA,44.91172629,-93.21262957
5283,PHILLIPS WEST,44.94835,-93.26522
5286,ST. ANTHONY EAST,44.99508,-93.25498
5288,MCKINLEY,45.01490369,-93.28571537
5291,CORCORAN,44.93953,-93.23891
5292,LOWRY HILL EAST,44.948370000000004,-93.29575
5299,ST. ANTHONY WEST,44.99551811,-93.25977052
5300,DOWNTOWN WEST,44.97733627,-93.27882922
5302,VENTURA VILLAGE,44.96270936,-93.26037191
5305,CORCORAN,44.94656,-93.24231999999999
5309,ECCO,44.94211785,-93.29835568
5310,LOWRY HILL,44.96910741,-93.30118859
5313,NORTHROP,44.92241735,-93.25113037
5314,SHERIDAN,44.99985325,-93.27070634
5316,LYNDALE,44.94566918,-93.28430243
5317,WILLARD - HAY,44.99876965,-93.30885164
5334,BOTTINEAU,45.01056883,-93.27172418
5338,NORTHROP,44.92422453,-93.25366485
5340,HOWE,44.94047774,-93.22431769
5343,CENTRAL,44.935970000000005,-93.26756999999999
5344,BRYANT,44.93143707,-93.27143354
5345,NORTHROP,44.91445,-93.25241
5348,HOWE,44.93495102,-93.22448623
5353,DOWNTOWN WEST,44.98207479,-93.26419256
5354,PROSPECT PARK - EAST RIVER ROAD,44.97260866,-93.21930819
5355,LONGFELLOW,44.94413005,-93.22038965
5357,FOLWELL,45.01324,-93.30696999999999
5364,WEBBER - CAMDEN,45.03230103,-93.29957435
5368,WHITTIER,44.95827778,-93.27021355
5369,MARCY HOLMES,44.98519208,-93.2475796
5371,NEAR - NORTH,44.98778115,-93.30259717
5372,LOWRY HILL,44.96491249,-93.29052015
5373,SEWARD,44.95558,-93.227
5376,HARRISON,44.97918954,-93.28802736
5378,WEBBER - CAMDEN,45.0345391,-93.2936446
5380,MARCY HOLMES,44.98931234,-93.2524477
5385,VICTORY,45.02681318,-93.31604658
5389,DOWNTOWN WEST,44.9746796,-93.27319195
5393,JORDAN,45.00025395,-93.2948686
5394,KEEWAYDIN,44.90806677,-93.22973786
5397,VENTURA VILLAGE,44.96003483,-93.25551113
5411,WILLARD - HAY,45.0006,-93.31078000000001
5417,LONGFELLOW,44.94836604,-93.22362686
5422,NORTH LOOP,44.99009805,-93.27581566
5432,NEAR - NORTH,44.98879259,-93.30447985
5434,ARMATAGE,44.89616889,-93.3143797
5435,TANGLETOWN,44.90691152,-93.28012562
5437,LORING PARK,44.97494835,-93.28494279
5438,PHILLIPS WEST,44.95821728,-93.26511837
5443,MID - CITY INDUSTRIAL,44.99876,-93.22171999999999
5457,POWDERHORN PARK,44.94046694,-93.26130641
5458,VENTURA VILLAGE,44.96181,-93.2611
5460,LONGFELLOW,44.94215113,-93.23149303
5463,POWDERHORN PARK,44.94213663,-93.24865672
5464,MARCY HOLMES,44.98856409,-93.24306912
5465,HOLLAND,45.01037535,-93.25091411
5470,NORTH LOOP,44.98423,-93.28354
5471,MARCY HOLMES,44.98579912,-93.23612886
5475,FOLWELL,45.01768999,-93.29937667
5478,ARMATAGE,44.89651986,-93.30612258
5480,ELLIOT PARK,44.973335600000006,-93.26230371
5481,LYNDALE,44.93859543,-93.28820235
5482,NORTH LOOP,44.98284,-93.28154
5484,MID - CITY INDUSTRIAL,44.99288487,-93.21770077
5485,WHITTIER,44.94835309,-93.2760326
5487,FOLWELL,45.01773639,-93.30572093
5488,HIAWATHA,44.92692485,-93.22248031
5490,KING FIELD,44.93591277,-93.28058291
5491,POWDERHORN PARK,44.948370000000004,-93.24869
5492,SEWARD,44.961870700000006,-93.22983014
5494,POWDERHORN PARK,44.93504823,-93.26124076
5498,NEAR - NORTH,44.986090000000004,-93.30323
5499,STEVENS SQUARE - LORING HEIGHTS,44.96269,-93.27149
5501,TANGLETOWN,44.91869368,-93.28314395
5502,WILLARD - HAY,44.9970158,-93.31654305
5503,DOWNTOWN EAST,44.97650066,-93.25593685
5504,JORDAN,45.01048002,-93.30190350000001
5505,WEBBER - CAMDEN,45.024874,-93.29312137
5512,SHINGLE CREEK,45.04484741,-93.30799857
5516,WEBBER - CAMDEN,45.03152928,-93.29514155
5517,BOTTINEAU,45.00930697,-93.26463807
5519,MIDTOWN PHILLIPS,44.95195,-93.25501
5521,SEWARD,44.95339,-93.22702
5525,WILLARD - HAY,44.986985700000005,-93.30827629
5529,MARCY HOLMES,44.98482419,-93.23689315
5531,ELLIOT PARK,44.97217371,-93.26421197
5532,MARCY HOLMES,44.98835257,-93.24415515
5535,SHERIDAN,45.00472787,-93.26157132
5537,TANGLETOWN,44.916916799999996,-93.27926743
5539,HAWTHORNE,45.00480335,-93.28415838
5540,LOWRY HILL,44.97301313,-93.28864473
5542,NICOLLET ISLAND - EAST BANK,44.98872316,-93.25423627
5544,LYNDALE,44.93951787,-93.28222656
5548,BOTTINEAU,45.00528,-93.2631
5551,SEWARD,44.96006381,-93.23619458
5557,LORING PARK,44.96675174,-93.28636459
5563,CARAG,44.94382001,-93.29196942
5564,LORING PARK,44.96789104,-93.2778163
5566,WILLARD - HAY,45.00138462,-93.31205134
5567,LOWRY HILL EAST,44.96002171,-93.29055751
5570,MARCY HOLMES,44.98147,-93.235
5576,STANDISH,44.93321566,-93.23972879
5577,MARSHALL TERRACE,45.02761393,-93.26475412
5578,FIELD,44.91701332,-93.26517819
5583,WINDOM,44.89786467,-93.27873762
5584,LYNDALE,44.94225437,-93.27535711
5586,DOWNTOWN WEST,44.97608664,-93.2774358
5589,CORCORAN,44.93953329,-93.24143668
5590,WEBBER - CAMDEN,45.03266265,-93.28969836
5596,MARCY HOLMES,44.98981788,-93.24298950000001
5598,NORTH LOOP,44.983309600000005,-93.27077411
5608,MARCY HOLMES,44.98813929,-93.25011429999999
5611,HOWE,44.935092,-93.20893393
5612,MARCY HOLMES,44.985597600000006,-93.24210129
5615,EAST PHILLIPS,44.95006,-93.25249000000001
5618,EAST HARRIET,44.92108384,-93.29712656
5619,NORTH LOOP,44.98931238,-93.27061536
5620,HARRISON,44.98079,-93.30451
5621,UNIVERSITY OF MINNESOTA,44.97528853,-93.24315268
5628,COMO,44.98871975,-93.22949307
5629,STEVENS SQUARE - LORING HEIGHTS,44.96344654,-93.27933288
5633,PROSPECT PARK - EAST RIVER ROAD,44.96820389,-93.21374817
5634,COOPER,44.94241177,-93.20871935
5635,MARCY HOLMES,44.98497956,-93.24865842
5636,CEDAR RIVERSIDE,44.96953,-93.23979
5644,TANGLETOWN,44.91010222,-93.28143177
5645,PROSPECT PARK - EAST RIVER ROAD,44.97382,-93.2226
5649,HOWE,44.93144192,-93.22369729
5651,SHERIDAN,45.00419,-93.26309
5655,JORDAN,45.00340793,-93.30468333
5656,SEWARD,44.95826826,-93.23304281
5657,FIELD,44.911152200000004,-93.27101509
5658,DOWNTOWN WEST,44.974779999999996,-93.27034
5660,NORTH LOOP,44.98505719,-93.27560079999999
5661,NEAR - NORTH,44.9946357,-93.28952296
5664,HARRISON,44.98077716,-93.29867129
5665,UNIVERSITY OF MINNESOTA,44.9783473,-93.23202768
5666,WILLARD - HAY,44.9915,-93.30821999999999
5667,HOLLAND,45.01152123,-93.2491276
5669,STANDISH,44.93141141,-93.23338873
5671,KING FIELD,44.93317363,-93.28566166
5672,LORING PARK,44.973994299999994,-93.28488596
5677,MARCY HOLMES,44.99005825,-93.24682277
5679,VENTURA VILLAGE,44.96093,-93.2511
5682,STANDISH,44.92778971,-93.22957565
5686,SHERIDAN,45.0009,-93.26308
5689,MID - CITY INDUSTRIAL,44.99601883,-93.22860956
5696,MIDTOWN PHILLIPS,44.95238756,-93.26009271
5701,CEDAR - ISLES - DEAN,44.95324169,-93.31180022
5704,NEAR - NORTH,44.99686489,-93.29411230000001
5705,ST. ANTHONY EAST,44.99928237,-93.24731078
5706,EAST ISLES,44.94836377,-93.29891909
5707,WILLARD - HAY,44.99633,-93.3057
5712,FULTON,44.90969195,-93.31376227
5717,JORDAN,45.00510871,-93.30379277
5719,CLEVELAND,45.02318649,-93.31467864
5721,HALE,44.91155802,-93.24859841
5722,HAWTHORNE,45.01043723,-93.29305945
5723,FULTON,44.90619934,-93.32645531
5731,HIAWATHA,44.9215375,-93.21662959999999
5733,DOWNTOWN EAST,44.974677,-93.25466193
5734,DOWNTOWN WEST,44.98000271,-93.27539336
5737,NORTH LOOP,44.985013,-93.28466645
5740,NORTH LOOP,44.98601396,-93.28625602
5742,SHINGLE CREEK,45.04851643,-93.31820226
5747,FIELD,44.91335806,-93.2728984
5751,BRYN - MAWR,44.97454347,-93.30835274
5752,FOLWELL,45.02132079,-93.30192893
5755,NORTH LOOP,44.98415998,-93.2695916
5757,FULTON,44.90665454,-93.31239884
5760,LINDEN HILLS,44.91883903,-93.32654463
5761,WHITTIER,44.95732,-93.27786
5762,HARRISON,44.98336371,-93.2981965
5765,DOWNTOWN WEST,44.97961,-93.26625
5767,WENONAH,44.898109999999996,-93.22541
5768,PROSPECT PARK - EAST RIVER ROAD,44.9648,-93.22103
5769,EAST PHILLIPS,44.95196,-93.24866
5770,VENTURA VILLAGE,44.96475503,-93.25283876
5771,WHITTIER,44.96268897,-93.2708505
5775,MIDTOWN PHILLIPS,44.95735,-93.25496
5776,DIAMOND LAKE,44.90066784,-93.26146285
5781,HOLLAND,45.01678,-93.2509
5784,LYNDALE,44.94383061,-93.27970619
5787,MIDTOWN PHILLIPS,44.94836,-93.25632
5789,VENTURA VILLAGE,44.96269633,-93.26446807
5792,DIAMOND LAKE,44.90434921,-93.25504506
5794,ECCO,44.9447201,-93.29896029
5796,DIAMOND LAKE,44.89212008,-93.26781439
5797,KEEWAYDIN,44.90622992,-93.23483856
5798,MARCY HOLMES,44.98441,-93.23266
5801,MID - CITY INDUSTRIAL,44.99871411,-93.22543007
5803,WEBBER - CAMDEN,45.03305328,-93.29090042
5806,HALE,44.90434531,-93.25885318
5808,ELLIOT PARK,44.968059999999994,-93.2651
5809,LIND - BOHANON,45.04842465,-93.29534822
5810,WEBBER - CAMDEN,45.032503000000005,-93.29322627
5811,NICOLLET ISLAND - EAST BANK,44.98764654,-93.25601427
5813,WINDOM,44.89581832,-93.28321666
5815,DIAMOND LAKE,44.90251102,-93.25890427
5818,WILLARD - HAY,45.00302321,-93.31013233
5822,SEWARD,44.95457272,-93.23467907
5824,LYNNHURST,44.91685251,-93.29593949
5825,ST. ANTHONY EAST,44.99871229,-93.25183571
5837,HAWTHORNE,45.00369,-93.28493
5842,BRYANT,44.92961172,-93.27403465
5850,BRYANT,44.93145005,-93.26502133
5852,PROSPECT PARK - EAST RIVER ROAD,44.97135,-93.21939
5854,BRYANT,44.9332565,-93.26627411
5856,WEBBER - CAMDEN,45.02669698,-93.29440937
5862,EAST PHILLIPS,44.948370000000004,-93.24033
5865,WHITTIER,44.954639799999995,-93.28677673
5871,VENTURA VILLAGE,44.95912,-93.26129
5873,CENTRAL,44.93693343,-93.26378978
5875,WINDOM,44.90508,-93.2883
5876,SUMNER - GLENWOOD,44.98952056,-93.29346217
5877,NEAR - NORTH,44.99913,-93.28494
5879,PROSPECT PARK - EAST RIVER ROAD,44.9636872,-93.20901234
5882,LORING PARK,44.97211,-93.28698
5883,DOWNTOWN WEST,44.97786,-93.27141
5885,TANGLETOWN,44.90674129999999,-93.27748051
5886,FOLWELL,45.01952364,-93.30318241
5891,LORING PARK,44.973991600000005,-93.2835968
5893,POWDERHORN PARK,44.93954,-93.25243
5894,SEWARD,44.96244616,-93.2468426
5897,PHILLIPS WEST,44.94835,-93.27285
5899,PROSPECT PARK - EAST RIVER ROAD,44.96457799,-93.20959161
5903,NEAR - NORTH,44.99017199,-93.29949189
5905,VENTURA VILLAGE,44.96181725,-93.2589269
5906,POWDERHORN PARK,44.94723594,-93.25505042
5907,MIDTOWN PHILLIPS,44.95734685,-93.2543275
5909,COOPER,44.95098584,-93.21144971
5912,REGINA,44.92604165,-93.26756296
5914,DOWNTOWN WEST,44.97012575,-93.27174533
5915,SHERIDAN,45.00444569,-93.26889215
5918,MARCY HOLMES,44.98736404,-93.24981187
5919,POWDERHORN PARK,44.93503595,-93.25492266
5921,KEEWAYDIN,44.90989741,-93.22500886
5924,MIDTOWN PHILLIPS,44.95823475,-93.25622788
5931,WENONAH,44.89898107,-93.23237348
5936,BRYANT,44.92964938,-93.2662832
5937,EAST HARRIET,44.92646,-93.29748000000001
5940,HAWTHORNE,45.00681393,-93.2879915
5941,NEAR - NORTH,44.992309999999996,-93.27547
5955,CLEVELAND,45.01414127,-93.31079374
5957,SEWARD,44.95916829,-93.23382455
5961,LIND - BOHANON,45.04480178,-93.29792818
5970,FOLWELL,45.01768092,-93.29810749
5971,ELLIOT PARK,44.96640282,-93.25892857
5972,CARAG,44.94211071,-93.29199248
5973,DOWNTOWN EAST,44.97606,-93.25446
5975,EAST HARRIET,44.93769,-93.29075999999999
5979,DOWNTOWN EAST,44.97577028,-93.25377174
5980,JORDAN,45.01225075,-93.29684799
5981,CEDAR - ISLES - DEAN,44.94933956,-93.3271632
5982,HAWTHORNE,45.00716,-93.28493
5983,CEDAR RIVERSIDE,44.97016844,-93.25030407
5984,LYNDALE,44.94213575,-93.2779189
5990,WHITTIER,44.9592,-93.2753
5996,FOLWELL,45.01410623,-93.30191089
6004,HALE,44.90797558,-93.25882182
6006,LYNNHURST,44.91323967,-93.29797769
6007,JORDAN,45.011379999999996,-93.29938
6016,FOLWELL,45.01403257,-93.29433185
6017,EAST PHILLIPS,44.95734,-93.2524
6018,CENTRAL,44.94836,-93.26268
6022,HAWTHORNE,44.99967696,-93.28019967
6023,SEWARD,44.962759999999996,-93.23616
6024,JORDAN,45.01232465,-93.30570685
6027,DOWNTOWN WEST,44.98102782,-93.2695816
6028,VENTURA VILLAGE,44.96458275,-93.26510944
6031,HARRISON,44.98331952,-93.31108188
6032,WENONAH,44.89885359,-93.24248876
6034,SHERIDAN,45.00362925,-93.26462182
6036,SEWARD,44.96276506,-93.23060887
6037,JORDAN,45.00865586,-93.2955763
6038,DIAMOND LAKE,44.89546317,-93.26916765
6044,SEWARD,44.96338128,-93.24250583
6046,LYNDALE,44.94660622,-93.28748225
6053,KENWOOD,44.95708,-93.31257
6057,FULTON,44.91697618,-93.31761068
6058,BRYANT,44.93324882,-93.27013372
6062,KEEWAYDIN,44.90898956,-93.22501653
6063,SEWARD,44.9639705,-93.23853274
6064,FULTON,44.91335071,-93.32140577
6066,WENONAH,44.90347756,-93.2379699
6069,NEAR - NORTH,44.99023548,-93.30070211
6071,FULTON,44.91513851,-93.31505774
6075,POWDERHORN PARK,44.948370000000004,-93.25378
6076,FULTON,44.91517938,-93.31886431
6077,BELTRAMI,44.9987036,-93.24544371
6078,VENTURA VILLAGE,44.96454204,-93.26105566
6079,PROSPECT PARK - EAST RIVER ROAD,44.970044,-93.21779198
6080,NORTHROP,44.91519494,-93.25879553
6081,MID - CITY INDUSTRIAL,44.99870052,-93.23292892
6083,HOLLAND,45.01152281,-93.25090792
6087,KING FIELD,44.93499279,-93.28436181
6090,MARCY HOLMES,44.981190000000005,-93.24075
6091,LONGFELLOW,44.948370000000004,-93.23159
6093,NORTHROP,44.92603251,-93.24986167
6094,CARAG,44.94566421,-93.29067089
6096,LYNNHURST,44.90601163,-93.29974275
6099,FULTON,44.91334545,-93.32013285
6103,POWDERHORN PARK,44.93863628,-93.24989514
6104,UNIVERSITY OF MINNESOTA,44.98337091,-93.23167136
6108,HAWTHORNE,45.00843,-93.28494
6111,FULTON,44.91339304,-93.32395218
6117,AUDUBON PARK,45.01267106,-93.24556088
6119,HIAWATHA,44.91445114,-93.2113691
6121,LYNDALE,44.93862519,-93.27974085
6123,NORTHROP,44.91790568,-93.26069185
6124,FOLWELL,45.01949491,-93.29937346
6125,ERICSSON,44.92418902,-93.23214807
6127,MIDTOWN PHILLIPS,44.94835935,-93.25949392
6128,KENWOOD,44.96728922,-93.30628805
6129,CEDAR RIVERSIDE,44.96661711,-93.24645826
6131,MARCY HOLMES,44.98307256,-93.23738342
6132,CLEVELAND,45.01415816,-93.31461239
6137,PROSPECT PARK - EAST RIVER ROAD,44.9689,-93.22712
6150,MINNEHAHA,44.912155799999994,-93.22284414
6154,WEBBER - CAMDEN,45.03243106,-93.29193803
6158,WILLARD - HAY,44.98909498,-93.31208683
6160,MIDTOWN PHILLIPS,44.95553406,-93.25688726
6162,DOWNTOWN EAST,44.97708,-93.2573
6163,SEWARD,44.96095111,-93.24170829
6164,FOLWELL,45.02217,-93.29688
6166,CORCORAN,44.94383992,-93.23892493
6169,COMO,44.99153714,-93.21832914
6171,MIDTOWN PHILLIPS,44.94921546,-93.25249426
6173,CEDAR RIVERSIDE,44.968868900000004,-93.24486065
6175,LIND - BOHANON,45.03781847,-93.29394239
6177,KING FIELD,44.92687,-93.27793
6178,WILLARD - HAY,44.99695,-93.30821
6181,POWDERHORN PARK,44.94836921,-93.24932366
6183,WINDOM,44.89877848,-93.2780985
6186,WEBBER - CAMDEN,45.03243296,-93.29578386
6187,ELLIOT PARK,44.96963552,-93.26259866
6192,FOLWELL,45.01951514,-93.30191189
6193,HOLLAND,45.00523889,-93.25822531
6195,PROSPECT PARK - EAST RIVER ROAD,44.97113003,-93.21881585
6198,ST. ANTHONY WEST,44.99665377,-93.26764574
6199,NORTH LOOP,44.98706,-93.288
6200,WILLARD - HAY,45.00110225,-93.31332895
6201,FOLWELL,45.01770959,-93.30191181
6204,CENTRAL,44.94835461,-93.26330859999999
6205,PROSPECT PARK - EAST RIVER ROAD,44.96604597,-93.21923135
6209,HIAWATHA,44.92975924,-93.20893459999999
6214,NEAR - NORTH,44.98447,-93.2982
6226,JORDAN,45.01321,-93.30318
6229,ARMATAGE,44.89705236,-93.31248081
6230,STANDISH,44.92962332,-93.24480083
6231,STANDISH,44.92602433,-93.24478984
6232,LIND - BOHANON,45.04515868,-93.29958896
6234,EAST PHILLIPS,44.94836706,-93.25186442
6235,CENTRAL,44.93867187,-93.26634383
6238,WEBBER - CAMDEN,45.02400021,-93.29750629
6240,HARRISON,44.97980964,-93.29717011
6241,MARCY HOLMES,44.98061,-93.23933000000001
6248,WHITTIER,44.95463819,-93.27964542
6249,SUMNER - GLENWOOD,44.98856465,-93.29411034
6256,SEWARD,44.95737935,-93.22763713
6262,LORING PARK,44.96878673,-93.27857275
6266,WENONAH,44.90070992,-93.24243291
6267,LORING PARK,44.96681131,-93.27781735
6270,PROSPECT PARK - EAST RIVER ROAD,44.95659687,-93.2089135
6275,WILLARD - HAY,44.99802253,-93.31717887
6276,WEBBER - CAMDEN,45.03544,-93.30345
6279,KING FIELD,44.92052558,-93.28054774
6280,CARAG,44.94382099,-93.29069524
6292,MCKINLEY,45.01579448,-93.28495692
6300,NORTHROP,44.92422616,-93.25874419
6301,WHITTIER,44.95284146,-93.2753434
6303,WAITE PARK,45.02851945,-93.2460553
6305,MIDTOWN PHILLIPS,44.95912104,-93.26055709
6306,MIDTOWN PHILLIPS,44.950390000000006,-93.26012
6308,VENTURA VILLAGE,44.96393109,-93.25748934
6315,HAWTHORNE,45.01313838,-93.29243453
6322,ARMATAGE,44.90069309,-93.31627915
6325,NORTH LOOP,44.98417794,-93.26844889
6326,WINDOM,44.89876417,-93.28064921
6327,LOWRY HILL EAST,44.94920236,-93.29063863
6329,WINDOM,44.90060251,-93.27809835
6335,KENWOOD,44.96021765,-93.30572556
6343,LIND - BOHANON,45.04300311,-93.29661216
6344,COOPER,44.9442318,-93.20360062
6347,LIND - BOHANON,45.04025419,-93.29335687
6354,AUDUBON PARK,45.02039107,-93.24581795
6356,DOWNTOWN WEST,44.98287,-93.27252
6358,MARCY HOLMES,44.98552,-93.23544
6360,HAWTHORNE,45.00370185,-93.29181679999999
6364,SEWARD,44.96338454,-93.22815625
6374,ELLIOT PARK,44.96799,-93.25967
6377,WHITTIER,44.94836293,-93.28873705
6383,MCKINLEY,45.01400331,-93.28076638
6386,CEDAR RIVERSIDE,44.96502112,-93.24249641
6388,BRYN - MAWR,44.97619759,-93.30834987
6390,STANDISH,44.92962558,-93.24606514
6394,ECCO,44.9466,-93.30339000000001
6396,DIAMOND LAKE,44.89461263,-93.2693234
6397,ECCO,44.94213278,-93.30089373
6398,WHITTIER,44.95552699,-93.27468642
6403,ELLIOT PARK,44.974854,-93.26287541
6406,PHILLIPS WEST,44.94921379,-93.26901822
6407,NEAR - NORTH,44.98735578,-93.30011062
6411,SEWARD,44.96006873,-93.23460894
6417,SHERIDAN,45.00513979,-93.26767748
6420,WAITE PARK,45.03032205,-93.24724692
6421,WILLARD - HAY,44.99108805,-93.31335118
6424,WAITE PARK,45.03232639,-93.24475515
6425,LYNDALE,44.93772,-93.2814
6431,STANDISH,44.93411183,-93.23655719
6435,HARRISON,44.98158052,-93.30901352
6438,BANCROFT,44.92955222,-93.24859515
6440,WHITTIER,44.95463006,-93.27533129
6441,NORTH LOOP,44.98705185,-93.28300279999999
6444,MARCY HOLMES,44.98786,-93.24455
6450,DOWNTOWN WEST,44.97251895,-93.27125498
6452,POWDERHORN PARK,44.93502586,-93.2511377
6453,FOLWELL,45.02136805,-93.30828599
6456,LYNDALE,44.94566643,-93.28303231
6461,SHINGLE CREEK,45.04668522,-93.31437173
6462,LIND - BOHANON,45.03760238,-93.29012629
6465,SHINGLE CREEK,45.05025656,-93.30174463
6472,STEVENS SQUARE - LORING HEIGHTS,44.96332,-93.27275923
6474,KING FIELD,44.92955277,-93.28438902
6486,PROSPECT PARK - EAST RIVER ROAD,44.97316017,-93.22068468
6490,NORTH LOOP,44.98424,-93.28535
6491,ECCO,44.94212354,-93.29961333
6493,WHITTIER,44.95826263,-93.27275454
6494,CORCORAN,44.93953404,-93.23806151
6509,NEAR - NORTH,44.99083547,-93.2950233
6510,LOWRY HILL EAST,44.95099606,-93.2931739
6513,COMO,44.99146656,-93.22811318
6515,SHERIDAN,44.99981537,-93.26385291
6516,KING FIELD,44.93048832,-93.28014714
6517,LOWRY HILL EAST,44.95464302,-93.29187101
6521,LIND - BOHANON,45.0502251,-93.29407453
6522,CENTRAL,44.94567311,-93.2626418
6527,VICTORY,45.03441922,-93.30854497
6531,MORRIS PARK,44.89723603,-93.20767552
6538,KING FIELD,44.93137724,-93.2830898
6539,CENTRAL,44.935055600000005,-93.27014082
6540,MARSHALL TERRACE,45.01632551,-93.26316091
6541,POWDERHORN PARK,44.93954722,-93.25306457
6542,REGINA,44.9269,-93.27404
6545,LIND - BOHANON,45.03937578,-93.29144117
6546,STANDISH,44.92960831,-93.23466090000001
6547,MARSHALL TERRACE,45.0258032,-93.26905773
6548,SEWARD,44.95997514,-93.22184097
6549,HIAWATHA,44.92250148,-93.20892379
6551,AUDUBON PARK,45.01367719,-93.23276897
6555,MARCY HOLMES,44.984790000000004,-93.24332
6558,WILLARD - HAY,44.99361165,-93.30194223
6560,MCKINLEY,45.01760662,-93.28929423
6566,WHITTIER,44.9609,-93.2796
6568,ST. ANTHONY WEST,44.9987056,-93.26090242
6569,VICTORY,45.03442166,-93.31493381
6571,ARMATAGE,44.90242637,-93.30737519
6574,NEAR - NORTH,44.98995734,-93.29754462
