,OBJECTID,COUSUBNS10,GEOID10,NAME10,NAMELSAD10,LSAD10,CLASSFP10,MTFCC10,CNECTAFP10,NECTAFP10,NCTADVFP10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,SUM_LEVEL,LOGRECNO,STATE,COUNTY,COUSUB,COUSUBCC,PLACE,PLACECC,TRACT,BLKGRP,BLOCK,CBSAPCI,CONG_DIST,ST_LEG_UP,ST_LEG_LOW,VOTE_DIST,SCH_DIST,POP_TOTAL,POP1_RACE,POP1_WHT,POP1_BLK,POP1_AMIND,POP1_ASN,POP1_HAWPA,POP1_OTHR,POP2_MORE,POP_HSPLAT,POP_NO_HSP,POPWHNOHSP,POP_OVR18,POP1_OVR18,POP1_WHT18,POP1_BLK18,POP1_AIN18,POP1_ASN18,POP1_HAW18,POP1_OTH18,POP2MORE18,POP_HSP18,POPNOHSP18,POPWNOHS18,TOT_HU,TOT_OCCHU,TOT_VACHU,GlobalID,ShapeSTArea,ShapeSTLength,PLACENS,updated_g_wkt_final
0,20,2395420,2705330842,Independence,Independence city,25,C5,G4040, , , ,F,83826546,5677215,45.0180749,-93.7194146,60,122176,27,53,30842,C5,,,,,,,,,,,,3504,3469,3404,9,12,37,0,7,35,47,3457,3374,2584,2567,2521,5,10,28,0,3,17,26,2558,2505,1305,1241,64,{1A6900A7-A4BF-49A4-94E8-0912267C1AE5},89439023.27160642,45383.4230987624,2395420,"POLYGON ((-93.767472 44.984657999999996, -93.767251 44.984769, -93.76708599999999 44.984659, -93.766151 44.992143999999996, -93.76632099999999 44.992131, -93.766328 44.992446, -93.766532 44.999962, -93.766556 44.999962, -93.766948 45.006876, -93.766936 45.016483, -93.76693499999999 45.016501999999996, -93.76693499999999 45.016562, -93.76693499999999 45.016582, -93.76693399999999 45.016605999999996, -93.76693399999999 45.016678999999996, -93.76693399999999 45.016704, -93.766894 45.021079, -93.76686699999999 45.028265, -93.76686699999999 45.028301, -93.766859 45.02832, -93.766863 45.028675, -93.766865 45.028838, -93.76686199999999 45.028985999999996, -93.766863 45.029274, -93.76686199999999 45.029379999999996, -93.766863 45.029502, -93.76685499999999 45.03012, -93.766857 45.030279, -93.76686 45.030544, -93.766851 45.031462999999995, -93.766849 45.033145, -93.766849 45.034034999999996, -93.76684499999999 45.035568, -93.766851 45.035585, -93.766846 45.037577, -93.766846 45.037906, -93.766846 45.039378, -93.766846 45.03957, -93.766848 45.042792, -93.766841 45.044159, -93.76683799999999 45.044793999999996, -93.766836 45.045319, -93.766837 45.045328, -93.766832 45.046856999999996, -93.76682699999999 45.047289, -93.766826 45.047348, -93.766813 45.050022999999996, -93.766812 45.053408, -93.766808 45.057119, -93.766818 45.057182, -93.766808 45.057262, -93.766808 45.057311999999996, -93.766718 45.060029, -93.766714 45.060232, -93.766711 45.060435, -93.766581 45.060224, -93.766144 45.05983, -93.765993 45.059791999999995, -93.76575799999999 45.059734, -93.76544299999999 45.059802, -93.765214 45.060122, -93.76503199999999 45.060449999999996, -93.765024 45.061254, -93.765022 45.061443, -93.76533599999999 45.062225999999995, -93.76577999999999 45.063165999999995, -93.765862 45.064034, -93.76585399999999 45.064194, -93.76584199999999 45.064423999999995, -93.76583199999999 45.064633, -93.76565599999999 45.064436, -93.76379399999999 45.064552, -93.763746 45.064536, -93.761798 45.064585, -93.76167 45.064588, -93.752656 45.064814, -93.752235 45.064834999999995, -93.75222 45.064774, -93.75218199999999 45.064716, -93.752113 45.064674, -93.752037 45.064648, -93.751953 45.064636, -93.75026899999999 45.064613, -93.75007599999999 45.064609999999995, -93.749258 45.064634, -93.748668 45.064651, -93.747142 45.064696999999995, -93.74686799999999 45.064701, -93.73665299999999 45.064701, -93.735992 45.064682, -93.73594399999999 45.064707999999996, -93.731144 45.064744, -93.728235 45.064761, -93.728042 45.064761999999995, -93.727142 45.064761999999995, -93.72632899999999 45.064788, -93.720942 45.064962, -93.717942 45.064963, -93.716751 45.064983, -93.71167799999999 45.065028999999996, -93.707391 45.065068, -93.706581 45.065075, -93.70148499999999 45.065109, -93.701073 45.065113, -93.691341 45.065163, -93.69113 45.065158, -93.689506 45.065124999999995, -93.680452 45.065283, -93.676231 45.065357, -93.675263 45.06534, -93.674683 45.065331, -93.668251 45.065422, -93.668219 45.065436999999996, -93.663753 45.065477, -93.66363199999999 45.065478, -93.652954 45.065574999999995, -93.652756 45.065601, -93.65241999999999 45.065628, -93.651146 45.065691, -93.650719 45.065712, -93.650009 45.065742, -93.64974199999999 45.06575, -93.645828 45.065559, -93.645943 45.060513, -93.645996 45.058369, -93.645996 45.057162999999996, -93.645996 45.057006, -93.645996 45.05685, -93.645995 45.056622999999995, -93.64599 45.055794999999996, -93.645966 45.05114, -93.645562 45.042533, -93.64555399999999 45.042370999999996, -93.645547 45.042207999999995, -93.64533499999999 45.037686, -93.645338 45.036767, -93.645344 45.026261999999996, -93.645348 45.019189, -93.645668 45.014869999999995, -93.645668 45.014843, -93.645668 45.013935, -93.64566699999999 45.013560999999996, -93.65005099999999 45.013545, -93.650138 45.011562, -93.65588299999999 45.011458999999995, -93.65589899999999 45.012707, -93.65589899999999 45.012825, -93.655913 45.013721, -93.65983399999999 45.013662, -93.65993499999999 45.014863999999996, -93.66593499999999 45.014965, -93.665947 45.015757, -93.665831 45.018862999999996, -93.66913 45.018862999999996, -93.669226 45.01506, -93.675922 45.015057, -93.67602099999999 45.013777, -93.676011 45.012834999999995, -93.675929 45.01117, -93.67580699999999 45.009823, -93.67575 45.007652, -93.67564999999999 45.003955, -93.66747199999999 45.003932, -93.667136 45.003958999999995, -93.666124 45.003938, -93.666061 45.003941, -93.656882 45.004141, -93.65583 45.003913999999995, -93.655823 45.001698, -93.65278599999999 45.001705, -93.650115 45.00163, -93.64945499999999 45.001625, -93.649456 45.002294, -93.64946499999999 45.003288999999995, -93.648918 45.003296, -93.64737099999999 45.003308, -93.645645 45.002841, -93.645645 45.0028, -93.645645 45.002596, -93.645645 45.002356999999996, -93.645645 45.002151, -93.645645 45.002006, -93.645645 45.000858, -93.645645 45.000482, -93.645645 45.000198, -93.64561499999999 44.995276999999994, -93.6456 44.993192, -93.645699 44.993041, -93.645738 44.992962, -93.64572799999999 44.992835, -93.64530599999999 44.990158, -93.64523799999999 44.989568, -93.645264 44.987949, -93.645268 44.987727, -93.645309 44.985158, -93.64535599999999 44.982273, -93.64541799999999 44.981338, -93.64558799999999 44.981347, -93.645663 44.978643, -93.65055799999999 44.978592, -93.652847 44.978564999999996, -93.65308399999999 44.978569, -93.66577099999999 44.978401, -93.665786 44.978401999999996, -93.666129 44.978425, -93.66618 44.978424, -93.670914 44.978564999999996, -93.682566 44.978139999999996, -93.682709 44.978134999999995, -93.684178 44.978080999999996, -93.686273 44.978052999999996, -93.696298 44.977925, -93.70066899999999 44.977816, -93.70652899999999 44.977637, -93.714748 44.977427, -93.71693499999999 44.977371, -93.719141 44.977314, -93.719482 44.977306, -93.72483 44.977461, -93.72601999999999 44.977495, -93.731937 44.977495, -93.73546499999999 44.977568999999995, -93.736916 44.9776, -93.738399 44.977655999999996, -93.743217 44.977837, -93.746242 44.977962, -93.747875 44.977972, -93.74838799999999 44.977975, -93.74873699999999 44.977962, -93.76613499999999 44.97837, -93.76643899999999 44.978359999999995, -93.766886 44.978169, -93.767367 44.977964, -93.767364 44.978362, -93.76736199999999 44.978795, -93.767358 44.97978, -93.76735599999999 44.980055, -93.767288 44.982305, -93.76728399999999 44.982338, -93.767229 44.982934, -93.76737299999999 44.983943, -93.767415 44.984291, -93.76746899999999 44.984634, -93.767472 44.984657999999996))"
1,28,2395350,2705343252,Minnetonka,Minnetonka city,25,C5,G4040, , , ,F,69740733,3335771,44.932581799999994,-93.45654909999999,60,122184,27,53,43252,C5,,,,,,,,,,,,49734,48704,44780,1855,132,1565,9,363,1030,1169,48565,44081,39385,38963,36291,1159,90,1185,9,229,422,734,38651,35836,23294,21901,1393,{C95D3F0F-ED95-4870-929E-0BAB9EC7B422},73020431.934082,56246.1811675646,2395350,"POLYGON ((-93.523343 44.891684999999995, -93.523331 44.892703999999995, -93.52331099999999 44.894455, -93.5233 44.895077, -93.523293 44.895652999999996, -93.523293 44.896136999999996, -93.52327 44.897991, -93.523262 44.898627999999995, -93.523262 44.898708, -93.52324999999999 44.899733999999995, -93.523224 44.901928, -93.52322099999999 44.902128, -93.523201 44.903473, -93.52319299999999 44.904148, -93.523163 44.905941999999996, -93.52317 44.90596, -93.52317 44.906242, -93.52314799999999 44.908363, -93.52314799999999 44.908398, -93.52314 44.909603, -93.52314 44.910064999999996, -93.52312599999999 44.911414, -93.523125 44.911545, -93.523125 44.911657, -93.523125 44.911804, -93.523125 44.912015, -93.523125 44.912045, -93.523133 44.916779, -93.522544 44.916793, -93.520645 44.91684, -93.52054299999999 44.920451, -93.520119 44.920448, -93.518323 44.920553, -93.518227 44.923969, -93.518293 44.925692, -93.516492 44.926201, -93.507432 44.928763, -93.507432 44.92879, -93.50743 44.929196999999995, -93.50742699999999 44.929863, -93.50730899999999 44.934562, -93.505425 44.935632999999996, -93.505201 44.935761, -93.505195 44.935792, -93.504925 44.935908, -93.504548 44.936043999999995, -93.504134 44.936141, -93.503844 44.936237, -93.503545 44.936295, -93.503265 44.936333999999995, -93.502994 44.936401, -93.502753 44.936392, -93.50238999999999 44.936389999999996, -93.502388 44.936533999999995, -93.502388 44.936588, -93.502375 44.937374, -93.50235699999999 44.938416, -93.502347 44.939073, -93.50425299999999 44.939161999999996, -93.505512 44.939161999999996, -93.50676399999999 44.939161999999996, -93.50733199999999 44.939198999999995, -93.507295 44.942094999999995, -93.507249 44.942687, -93.50719099999999 44.943270999999996, -93.50711899999999 44.943993, -93.507106 44.944123, -93.50701199999999 44.945158, -93.507032 44.945363, -93.504573 44.945459, -93.50223 44.945522, -93.502228 44.945617999999996, -93.50220499999999 44.947120999999996, -93.502197 44.947464, -93.50218199999999 44.948367999999995, -93.502203 44.948555999999996, -93.50227699999999 44.949221, -93.502191 44.950271, -93.502174 44.950626, -93.50215999999999 44.950928, -93.502145 44.951025, -93.50209799999999 44.951328, -93.50216999999999 44.952157, -93.50220499999999 44.952467999999996, -93.502246 44.953292, -93.50255399999999 44.95946, -93.50286299999999 44.965627999999995, -93.502203 44.965596, -93.50204 44.965568, -93.50116899999999 44.965568, -93.500607 44.965449, -93.50032399999999 44.965316, -93.500232 44.965298, -93.499957 44.965061999999996, -93.49976199999999 44.964953, -93.499562 44.964881999999996, -93.49915899999999 44.964779, -93.498972 44.964718999999995, -93.498786 44.964600000000004, -93.498645 44.964374, -93.498558 44.964121999999996, -93.49846 44.963615999999995, -93.49841099999999 44.963319999999996, -93.498361 44.962941, -93.49834899999999 44.962634, -93.498342 44.962523, -93.498324 44.962243, -93.49833699999999 44.962148, -93.497203 44.962182999999996, -93.49716699999999 44.96212, -93.497141 44.961872, -93.497171 44.961828, -93.4975 44.961822, -93.49774599999999 44.961861999999996, -93.498345 44.961886, -93.49837099999999 44.961510999999994, -93.498393 44.961352, -93.49863099999999 44.960494999999995, -93.498736 44.960153999999996, -93.498865 44.95979, -93.498955 44.959509, -93.499105 44.959114, -93.499296 44.958794, -93.49954799999999 44.958402, -93.499837 44.958033, -93.500232 44.957730999999995, -93.500258 44.957701, -93.500417 44.957325999999995, -93.500683 44.957122, -93.50108499999999 44.956948999999994, -93.50119099999999 44.956868, -93.50134899999999 44.956655999999995, -93.50136499999999 44.956520999999995, -93.501294 44.95639, -93.501161 44.956210999999996, -93.50076 44.955875999999996, -93.500451 44.955467, -93.500407 44.955363999999996, -93.500326 44.955009, -93.500411 44.954535, -93.500371 44.954454999999996, -93.500232 44.954271, -93.500141 44.954119999999996, -93.500062 44.953949, -93.499937 44.953779, -93.49981199999999 44.953564, -93.49967099999999 44.953368, -93.499506 44.953154, -93.499318 44.952867999999995, -93.499191 44.952588, -93.49914299999999 44.952341999999994, -93.499101 44.95205, -93.499068 44.951737, -93.49905 44.951412999999995, -93.499031 44.951324, -93.498851 44.951328, -93.498451 44.951333999999996, -93.498486 44.952068, -93.49866899999999 44.952455, -93.498893 44.952796, -93.498966 44.952993, -93.49906399999999 44.953205, -93.499427 44.95391, -93.499701 44.954386, -93.499881 44.954808, -93.499909 44.955082, -93.499871 44.955267, -93.499792 44.955451, -93.499478 44.955759, -93.499014 44.956193, -93.498829 44.956334, -93.498702 44.956469, -93.49807899999999 44.957021, -93.49796599999999 44.957097999999995, -93.497675 44.957271, -93.497278 44.957415, -93.49687899999999 44.957588, -93.496369 44.957663, -93.495584 44.957662, -93.495228 44.957628, -93.494728 44.957530999999996, -93.49422 44.957515, -93.493698 44.957544, -93.492966 44.957857999999995, -93.49286699999999 44.957943, -93.492736 44.958006999999995, -93.49273199999999 44.958025, -93.492363 44.958206999999994, -93.49215699999999 44.958334, -93.491936 44.958383999999995, -93.49178599999999 44.958394, -93.491706 44.958372999999995, -93.491693 44.959806, -93.491672 44.962119, -93.491666 44.962705, -93.491664 44.962936, -93.49166199999999 44.963187999999995, -93.491725 44.963640999999996, -93.491834 44.96407, -93.49005199999999 44.96407, -93.490068 44.965168999999996, -93.489474 44.965168999999996, -93.48951 44.967769, -93.486342 44.967669, -93.48626399999999 44.966068, -93.481808 44.965967, -93.48181199999999 44.96534, -93.476665 44.965441, -93.476841 44.966269, -93.476936 44.970599, -93.47695499999999 44.970921999999995, -93.476962 44.971126999999996, -93.47697199999999 44.971396999999996, -93.48177299999999 44.971394, -93.481825 44.973732, -93.48183999999999 44.97439, -93.482936 44.974455, -93.483753 44.974422, -93.48374899999999 44.973901999999995, -93.483739 44.972712, -93.48398999999999 44.972713, -93.483988 44.972176999999995, -93.483735 44.972170999999996, -93.483728 44.971371999999995, -93.48529099999999 44.971351999999996, -93.48585399999999 44.971345, -93.485953 44.972243, -93.486852 44.972241, -93.487048 44.973239, -93.487364 44.974488, -93.487422 44.974716, -93.48711399999999 44.97493, -93.48642699999999 44.975403, -93.485214 44.976242, -93.484864 44.976484, -93.48741799999999 44.978069999999995, -93.489801 44.976574, -93.489958 44.976195999999995, -93.490674 44.974478999999995, -93.49313099999999 44.974284, -93.493915 44.97679, -93.495274 44.978258, -93.49558599999999 44.978595999999996, -93.494131 44.97857, -93.492192 44.978536, -93.49203 44.978533, -93.49109 44.978517, -93.489746 44.978519, -93.48734999999999 44.978511999999995, -93.487213 44.978519, -93.484375 44.978497, -93.482018 44.978441, -93.481606 44.978466, -93.480533 44.978496, -93.478904 44.978541, -93.476581 44.978606, -93.475437 44.978622, -93.47366199999999 44.97855, -93.471583 44.978466999999995, -93.46420599999999 44.978546, -93.46026499999999 44.978576, -93.459971 44.978578999999996, -93.458823 44.978598, -93.45629199999999 44.978640999999996, -93.45243099999999 44.978663, -93.450768 44.978691, -93.44909899999999 44.978691999999995, -93.44761899999999 44.978718, -93.447617 44.978702999999996, -93.44692099999999 44.97871, -93.446083 44.978718, -93.446055 44.97871, -93.444786 44.978716999999996, -93.44443299999999 44.978805, -93.44411799999999 44.978874999999995, -93.44362 44.978936, -93.443201 44.978944999999996, -93.44265899999999 44.978919, -93.44201199999999 44.978849, -93.441356 44.978778999999996, -93.440952 44.978736999999995, -93.44078999999999 44.978739, -93.436821 44.978778999999996, -93.436478 44.978783, -93.435951 44.978786, -93.435349 44.978794, -93.430893 44.97884, -93.429245 44.978812999999995, -93.427301 44.978781, -93.42583499999999 44.978756, -93.425812 44.978756, -93.42330199999999 44.978714, -93.42075299999999 44.978671999999996, -93.419579 44.978663999999995, -93.415677 44.978564, -93.411799 44.978564999999996, -93.411766 44.978584, -93.411667 44.978618999999995, -93.41102599999999 44.978615, -93.410629 44.978564, -93.410629 44.973361999999995, -93.41064 44.973164999999995, -93.41065599999999 44.97289, -93.410547 44.972893, -93.408936 44.972944, -93.40797099999999 44.972964, -93.404529 44.973012, -93.404528 44.972910999999996, -93.404528 44.972865, -93.404528 44.972746, -93.404429 44.971464, -93.40472899999999 44.971464, -93.404928 44.970264, -93.405563 44.970158, -93.405563 44.969322, -93.405563 44.968288, -93.405563 44.967746999999996, -93.405563 44.967731, -93.405563 44.967369, -93.404628 44.967464, -93.40466099999999 44.966721, -93.404984 44.966722999999995, -93.405563 44.966724, -93.405563 44.966702, -93.40555599999999 44.965824, -93.40555599999999 44.964152999999996, -93.40555599999999 44.964107999999996, -93.404489 44.964101, -93.40312999999999 44.964092, -93.400759 44.96409, -93.400638 44.964090999999996, -93.40067599999999 44.962759999999996, -93.400696 44.960411, -93.400697 44.960224, -93.400711 44.958534, -93.400724 44.957465, -93.400734 44.956696, -93.40071499999999 44.954873, -93.40070999999999 44.954434, -93.400706 44.954080999999995, -93.40070399999999 44.953827, -93.400701 44.953586, -93.400674 44.953185999999995, -93.40061899999999 44.952435, -93.40059099999999 44.952110999999995, -93.400508 44.951116999999996, -93.40042 44.950111, -93.400424 44.949737999999996, -93.400459 44.948778, -93.400465 44.946087, -93.400483 44.945822, -93.400588 44.94528, -93.40069299999999 44.944689, -93.400729 44.944064, -93.400729 44.943684999999995, -93.400729 44.94238, -93.39958 44.94233, -93.39905999999999 44.940633999999996, -93.400728 44.940523999999996, -93.400719 44.938686, -93.405746 44.93869, -93.405746 44.939105999999995, -93.405754 44.939583, -93.405762 44.940002, -93.405765 44.940464999999996, -93.410776 44.940467, -93.410866 44.942333, -93.410896 44.944652999999995, -93.410912 44.945946, -93.410912 44.946940999999995, -93.411338 44.948706, -93.411474 44.94927, -93.415977 44.948963, -93.42102799999999 44.948616, -93.421722 44.948544, -93.422417 44.948451999999996, -93.422658 44.948412, -93.423103 44.948338, -93.42379 44.948208, -93.424308 44.948093, -93.424369 44.948080999999995, -93.424461 44.948059, -93.426132 44.947601, -93.42612799999999 44.945406, -93.42572799999999 44.945392999999996, -93.425646 44.944482, -93.42540699999999 44.944523, -93.425091 44.944579, -93.42489599999999 44.944614, -93.42437699999999 44.944683, -93.42379799999999 44.944759, -93.423576 44.944786, -93.42357899999999 44.945246, -93.42151799999999 44.945600999999996, -93.421066 44.945679, -93.421076 44.944977, -93.42109699999999 44.943732999999995, -93.42112 44.942352, -93.42112 44.942263999999994, -93.41639699999999 44.942274999999995, -93.416533 44.941071, -93.41664899999999 44.940974999999995, -93.416647 44.939637999999995, -93.41882199999999 44.939554, -93.41893999999999 44.937393, -93.420059 44.93729, -93.421042 44.93719, -93.42102799999999 44.936336999999995, -93.421026 44.936312, -93.421013 44.935699, -93.421013 44.935607999999995, -93.421005 44.935092999999995, -93.42102799999999 44.934284, -93.42102899999999 44.934255, -93.421066 44.933139999999995, -93.421075 44.932966, -93.421084 44.932792, -93.42163699999999 44.932781999999996, -93.42219 44.932752, -93.422736 44.932697999999995, -93.423282 44.932624, -93.42381999999999 44.932528, -93.424345 44.932409, -93.424526 44.932368, -93.423951 44.932204999999996, -93.423014 44.931649, -93.42375899999999 44.931522, -93.42630799999999 44.931484, -93.426339 44.931563999999995, -93.42638199999999 44.931641, -93.42644 44.931711, -93.426727 44.931579, -93.42707999999999 44.931402999999996, -93.42736099999999 44.930285999999995, -93.427347 44.929776, -93.42728699999999 44.929445, -93.428169 44.929569, -93.429512 44.929596, -93.42952 44.929417, -93.429504 44.929213999999995, -93.429451 44.929012, -93.42935899999999 44.928818, -93.42922999999999 44.928635, -93.42867299999999 44.927937, -93.428596 44.927937, -93.42823899999999 44.927549, -93.42793999999999 44.927223, -93.427773 44.927025, -93.42772699999999 44.926964, -93.427551 44.926693, -93.42740599999999 44.926414, -93.427296 44.926117999999995, -93.427279 44.926058, -93.426575 44.926136, -93.426665 44.924909, -93.42671 44.924315, -93.42682599999999 44.924285999999995, -93.427217 44.924324999999996, -93.42743 44.923289, -93.427734 44.921822, -93.427628 44.921799, -93.427528 44.921786999999995, -93.42701 44.92173, -93.42705099999999 44.921169, -93.426536 44.921186999999996, -93.42652299999999 44.920823, -93.425781 44.920829999999995, -93.424492 44.920840999999996, -93.42321799999999 44.920853, -93.42283499999999 44.920854999999996, -93.422829 44.920063, -93.42312899999999 44.917263, -93.42271 44.917325, -93.422637 44.916517, -93.42269399999999 44.915116999999995, -93.42273 44.914246, -93.422815 44.91218, -93.42273399999999 44.907084999999995, -93.422724 44.906600000000005, -93.422704 44.906341, -93.42227899999999 44.906341999999995, -93.421998 44.906341999999995, -93.42197399999999 44.906349, -93.421307 44.906338, -93.421222 44.906337, -93.420807 44.90633, -93.419266 44.906307, -93.416817 44.906268999999995, -93.415436 44.906245999999996, -93.41422999999999 44.906227, -93.411644 44.906189, -93.409506 44.906175999999995, -93.409043 44.906172999999995, -93.408056 44.906166, -93.40786 44.906165, -93.406916 44.906161, -93.40682 44.906154, -93.40671599999999 44.906138, -93.406588 44.906098, -93.406556 44.906079, -93.406568 44.906265999999995, -93.404119 44.906301, -93.404117 44.906172999999995, -93.404116 44.906092, -93.403921 44.906093999999996, -93.40178 44.906116999999995, -93.401474 44.906082999999995, -93.4013 44.906064, -93.401341 44.904605, -93.401365 44.902719, -93.401371 44.90262, -93.401398 44.902201, -93.401398 44.90197, -93.401399 44.90171, -93.401451 44.900172999999995, -93.401451 44.89965, -93.401451 44.899372, -93.40140799999999 44.89891, -93.40139599999999 44.898686999999995, -93.401382 44.898435, -93.401325 44.897966, -93.401246 44.897496, -93.401202 44.897256999999996, -93.401163 44.89682, -93.40111999999999 44.896564, -93.401088 44.896372, -93.401016 44.89608, -93.40104699999999 44.895585999999994, -93.40105 44.895226, -93.401085 44.891726999999996, -93.401746 44.891742, -93.403161 44.891774, -93.406863 44.891856999999995, -93.40834199999999 44.89189, -93.409303 44.891912, -93.4124 44.891981, -93.412973 44.892026, -93.41461799999999 44.892154999999995, -93.418133 44.892056, -93.419973 44.891718999999995, -93.420332 44.891715, -93.421607 44.891704999999995, -93.422393 44.891698, -93.429662 44.891636999999996, -93.430538 44.891628999999995, -93.431631 44.891619999999996, -93.432493 44.891613, -93.432892 44.891585, -93.433849 44.891597999999995, -93.434353 44.891576, -93.43907899999999 44.8913, -93.43914699999999 44.891296, -93.44172499999999 44.891172999999995, -93.442419 44.891236, -93.443247 44.891225, -93.443551 44.891247, -93.444313 44.891267, -93.446924 44.891490999999995, -93.449574 44.891870999999995, -93.451099 44.892078, -93.452072 44.892191, -93.45305599999999 44.892221, -93.453834 44.892221, -93.454124 44.892215, -93.45427 44.892210999999996, -93.45455 44.892209, -93.454987 44.892213, -93.455685 44.892196, -93.458837 44.892164, -93.458885 44.892163, -93.459085 44.892160999999994, -93.4595 44.892142, -93.459779 44.892134999999996, -93.460031 44.892125, -93.460477 44.892092, -93.46069399999999 44.892075999999996, -93.461024 44.892044999999996, -93.461663 44.891988, -93.461985 44.8918, -93.46235899999999 44.891751, -93.464193 44.891631, -93.464531 44.891624, -93.465064 44.891659999999995, -93.46649699999999 44.891853999999995, -93.468068 44.891984, -93.46851199999999 44.89197, -93.468797 44.891946, -93.47019399999999 44.891793, -93.47065099999999 44.891743999999996, -93.470956 44.891717, -93.471429 44.891678999999996, -93.471785 44.891642, -93.472045 44.891624, -93.47234999999999 44.891614, -93.47302499999999 44.891597, -93.473214 44.891611, -93.474845 44.891618, -93.476219 44.891628, -93.477381 44.891645, -93.479162 44.891659, -93.480661 44.891673, -93.481579 44.891703, -93.482252 44.891723, -93.48470499999999 44.891808999999995, -93.486234 44.891861, -93.486696 44.891889, -93.488056 44.891931, -93.48999099999999 44.892157, -93.490854 44.892255999999996, -93.49226399999999 44.892326999999995, -93.49239899999999 44.892326, -93.49348499999999 44.892286, -93.494603 44.892191, -93.49552399999999 44.892117999999996, -93.495943 44.89207, -93.49676099999999 44.892005, -93.497582 44.891957999999995, -93.497728 44.89195, -93.49783599999999 44.89195, -93.497968 44.891967, -93.49851199999999 44.891922, -93.499184 44.891898999999995, -93.500214 44.891869, -93.50085399999999 44.89185, -93.50106 44.891842, -93.50226099999999 44.891822999999995, -93.50318899999999 44.891808, -93.503832 44.891797, -93.504031 44.891794, -93.50482199999999 44.891780999999995, -93.505952 44.89176, -93.506081 44.891757999999996, -93.506363 44.891754, -93.508662 44.891718, -93.50918899999999 44.891709999999996, -93.510796 44.891684999999995, -93.511101 44.891684999999995, -93.513718 44.891639999999995, -93.514061 44.891681, -93.51419299999999 44.891681, -93.515965 44.891646, -93.51652999999999 44.891646, -93.51835 44.891600000000004, -93.519661 44.891525, -93.52070599999999 44.891501999999996, -93.521125 44.891495, -93.521698 44.891486, -93.52171299999999 44.891486, -93.52293499999999 44.891467, -93.52302499999999 44.891466, -93.523181 44.891476, -93.523236 44.891487, -93.523285 44.891509, -93.523324 44.891548, -93.52333499999999 44.891582, -93.523343 44.891684999999995))"
2,25,2395082,2705341462,Medicine Lake,Medicine Lake city,25,C5,G4040, , , ,F,453709,383074,45.002433,-93.4231702,60,122181,27,53,41462,C5,,,,,,,,,,,,371,362,333,16,5,8,0,0,9,5,366,331,291,287,271,9,2,5,0,0,4,1,290,270,174,160,14,{D41ECA12-C7FD-41E3-B708-0C35D0CDAEBF},836135.085693359,4621.56445532565,2395082,"POLYGON ((-93.427689 45.002348999999995, -93.42752999999999 45.002561, -93.427346 45.002851, -93.42613 45.004762, -93.424962 45.005002999999995, -93.424492 45.0051, -93.422731 45.005462, -93.42112 45.004808, -93.41953099999999 45.004162, -93.41823099999999 45.002562, -93.413832 44.997361, -93.41509699999999 44.996306, -93.415522 44.995916, -93.41570999999999 44.995956, -93.415886 44.995667, -93.415587 44.995543, -93.41577099999999 44.9953, -93.414712 44.994910999999995, -93.41507399999999 44.994366, -93.41543 44.994564, -93.41552999999999 44.993764, -93.41642999999999 44.993764, -93.41698699999999 44.993669999999995, -93.417007 44.993168, -93.416917 44.993173, -93.41637399999999 44.99321, -93.415829 44.993255999999995, -93.415763 44.992763, -93.417064 44.992765999999996, -93.417124 44.992765999999996, -93.417328 44.992218, -93.417351 44.992155, -93.420079 44.992159, -93.420045 44.992689999999996, -93.41954299999999 44.992661, -93.41953 44.993128999999996, -93.420822 44.993126, -93.421171 44.993125, -93.42142799999999 44.993123999999995, -93.421478 44.994183, -93.42152399999999 44.995146, -93.42152999999999 44.995264, -93.422029 44.997662999999996, -93.42307199999999 44.998763, -93.423829 44.999562, -93.42622899999999 44.999860999999996, -93.42662999999999 45.000437, -93.42783 45.002161, -93.427689 45.002348999999995))"
