"tractName","year","race","Education Index","Health Index","Income Index","Wellbeing Index"
"3000101",2013,"All",NA,5.70833333333333,1.16603254093556,NA
"3000101",2013,"Asian",NA,NA,0,NA
"3000101",2013,"Black/African American",NA,NA,0.287592052628061,NA
"3000101",2013,"Hispanic/Latinx",NA,NA,0,NA
"3000101",2013,"Native American",NA,NA,0,NA
"3000101",2013,"White (Non-Hispanic)",NA,NA,3.93528009786619,NA
"3000101",2018,"All",4.59524623524624,5.70833333333333,3.2608448898468,4.52147481947546
"3000101",2018,"Asian",1.45211233211233,NA,0.530275597147334,NA
"3000101",2018,"Black/African American",5.45845611178945,NA,0.704989267323344,NA
"3000101",2018,"Hispanic/Latinx",3.5667587113741,NA,0,NA
"3000101",2018,"Native American",NA,NA,0,NA
"3000101",2018,"White (Non-Hispanic)",6.79555555555556,NA,6.44460565019598,NA
"3000102",2013,"All",NA,3.04166666666667,1.56077526731926,NA
"3000102",2013,"Asian",NA,NA,0,NA
"3000102",2013,"Black/African American",NA,NA,0,NA
"3000102",2013,"Hispanic/Latinx",NA,NA,0,NA
"3000102",2013,"Native American",NA,NA,1.50127503771201,NA
"3000102",2013,"White (Non-Hispanic)",NA,NA,3.89769110192574,NA
"3000102",2018,"All",3.37322920266317,3.04166666666667,0.933825693351373,2.44957385422707
"3000102",2018,"Asian",4.34938343591405,NA,0,NA
"3000102",2018,"Black/African American",3.69694361426579,NA,0.0899517847805501,NA
"3000102",2018,"Hispanic/Latinx",0.65482726423903,NA,0,NA
"3000102",2018,"Native American",NA,NA,0,NA
"3000102",2018,"White (Non-Hispanic)",2.84,NA,3.59047791786134,NA
"3000300",2013,"All",NA,5.95833333333333,4.25826745122995,NA
"3000300",2013,"Asian",NA,NA,NA,NA
"3000300",2013,"Black/African American",NA,NA,0,NA
"3000300",2013,"Hispanic/Latinx",NA,NA,0,NA
"3000300",2013,"Native American",NA,NA,1.88579420509088,NA
"3000300",2013,"White (Non-Hispanic)",NA,NA,5.31387088177118,NA
"3000300",2018,"All",6.26826131849285,5.95833333333333,5.20126998566864,5.80928821249827
"3000300",2018,"Asian",0.897284533648171,NA,0,NA
"3000300",2018,"Black/African American",4.07996265172736,NA,2.93183806654941,NA
"3000300",2018,"Hispanic/Latinx",6.66666666666667,NA,5.68407136735219,NA
"3000300",2018,"Native American",NA,NA,NA,NA
"3000300",2018,"White (Non-Hispanic)",7.56444444444444,NA,6.41942931207849,NA
"3000601",2013,"All",NA,4.875,3.23960356284707,NA
"3000601",2013,"Asian",NA,NA,3.8893589980822,NA
"3000601",2013,"Black/African American",NA,NA,0,NA
"3000601",2013,"Hispanic/Latinx",NA,NA,0,NA
"3000601",2013,"Native American",NA,NA,0,NA
"3000601",2013,"White (Non-Hispanic)",NA,NA,4.09684482789579,NA
"3000601",2018,"All",5.03703703703704,4.875,5.09344438982818,5.0018271422884
"3000601",2018,"Asian",4.41777777777778,NA,5.47198432966716,NA
"3000601",2018,"Black/African American",4.71414462081129,NA,0,NA
"3000601",2018,"Hispanic/Latinx",1.90666666666667,NA,6.08920562977838,NA
"3000601",2018,"Native American",NA,NA,NA,NA
"3000601",2018,"White (Non-Hispanic)",5.36837505725837,NA,5.62867242253775,NA
"3000603",2013,"All",NA,5.29166666666667,4.88384156673005,NA
"3000603",2013,"Asian",NA,NA,NA,NA
"3000603",2013,"Black/African American",NA,NA,NA,NA
"3000603",2013,"Hispanic/Latinx",NA,NA,NA,NA
"3000603",2013,"Native American",NA,NA,NA,NA
"3000603",2013,"White (Non-Hispanic)",NA,NA,5.04188349807879,NA
"3000603",2018,"All",4.80366821226172,5.29166666666667,7.10011954968223,5.73181814287021
"3000603",2018,"Asian",8.43111111111111,NA,NA,NA
"3000603",2018,"Black/African American",8.22222222222222,NA,1.18538066962539,NA
"3000603",2018,"Hispanic/Latinx",1.76444444444444,NA,2.30908698765018,NA
"3000603",2018,"Native American",NA,NA,6.47261701963214,NA
"3000603",2018,"White (Non-Hispanic)",5.13850853548967,NA,7.46577060067413,NA
"3001100",2013,"All",NA,4.625,2.11511839080037,NA
"3001100",2013,"Asian",NA,NA,5.1148870945153,NA
"3001100",2013,"Black/African American",NA,NA,0,NA
"3001100",2013,"Hispanic/Latinx",NA,NA,0,NA
"3001100",2013,"Native American",NA,NA,NA,NA
"3001100",2013,"White (Non-Hispanic)",NA,NA,3.21909216709938,NA
"3001100",2018,"All",6.17244211446046,4.625,4.93620749679309,5.24454987041785
"3001100",2018,"Asian",4.44444444444444,NA,6.30765410055744,NA
"3001100",2018,"Black/African American",4.6,NA,0,NA
"3001100",2018,"Hispanic/Latinx",0.714285714285715,NA,1.00714547164804,NA
"3001100",2018,"Native American",NA,NA,0,NA
"3001100",2018,"White (Non-Hispanic)",6.53396825396825,NA,6.26474604889923,NA
"3001700",2013,"All",NA,4.66666666666667,1.41779684107049,NA
"3001700",2013,"Asian",NA,NA,2.11596848795809,NA
"3001700",2013,"Black/African American",NA,NA,0,NA
"3001700",2013,"Hispanic/Latinx",NA,NA,0,NA
"3001700",2013,"Native American",NA,NA,NA,NA
"3001700",2013,"White (Non-Hispanic)",NA,NA,4.0255744044355,NA
"3001700",2018,"All",4.01568365357839,4.66666666666667,4.4749294750871,4.38575993177739
"3001700",2018,"Asian",0,NA,0,NA
"3001700",2018,"Black/African American",1.6637037037037,NA,0,NA
"3001700",2018,"Hispanic/Latinx",6.30666666666667,NA,1.75089337566662,NA
"3001700",2018,"Native American",NA,NA,NA,NA
"3001700",2018,"White (Non-Hispanic)",4.16,NA,6.87944171681445,NA
"3002200",2013,"All",NA,NA,0,NA
"3002200",2013,"All",NA,NA,NA,NA
"3002200",2013,"Asian",NA,NA,0,NA
"3002200",2013,"Black/African American",NA,NA,0,NA
"3002200",2013,"Hispanic/Latinx",NA,NA,0,NA
"3002200",2013,"Native American",NA,NA,NA,NA
"3002200",2013,"White (Non-Hispanic)",NA,NA,2.94123833836315,NA
"3002200",2018,"All",2.25941737561227,NA,0,NA
"3002200",2018,"All",NA,NA,NA,NA
"3002200",2018,"Asian",1.66906298003072,NA,0,NA
"3002200",2018,"Black/African American",3.05582094036353,NA,0,NA
"3002200",2018,"Hispanic/Latinx",1.61805901779056,NA,0,NA
"3002200",2018,"Native American",NA,NA,NA,NA
"3002200",2018,"White (Non-Hispanic)",4.49949288806432,NA,0.552452546728767,NA
"3002400",2013,"All",NA,4.95833333333334,3.09768473448959,NA
"3002400",2013,"Asian",NA,NA,0.651869427750119,NA
"3002400",2013,"Black/African American",NA,NA,0,NA
"3002400",2013,"Hispanic/Latinx",NA,NA,0,NA
"3002400",2013,"Native American",NA,NA,0,NA
"3002400",2013,"White (Non-Hispanic)",NA,NA,4.36601670116948,NA
"3002400",2018,"All",3.89777777777778,4.95833333333334,6.76680102006671,5.20763737705927
"3002400",2018,"Asian",5.55555555555556,NA,8.4803814069582,NA
"3002400",2018,"Black/African American",2.27555555555555,NA,0,NA
"3002400",2018,"Hispanic/Latinx",2.14666666666667,NA,0.575319811792859,NA
"3002400",2018,"Native American",NA,NA,NA,NA
"3002400",2018,"White (Non-Hispanic)",4.36888888888889,NA,8.42492518996045,NA
"3002700",2013,"All",NA,3.66666666666667,0,NA
"3002700",2013,"Asian",NA,NA,0,NA
"3002700",2013,"Black/African American",NA,NA,0,NA
"3002700",2013,"Hispanic/Latinx",NA,NA,0,NA
"3002700",2013,"Native American",NA,NA,NA,NA
"3002700",2013,"White (Non-Hispanic)",NA,NA,3.82920319964605,NA
"3002700",2018,"All",4.22474312321477,3.66666666666667,0.616670017397222,2.83602660242622
"3002700",2018,"Asian",5.02666666666667,NA,0,NA
"3002700",2018,"Black/African American",2.50022825659189,NA,0,NA
"3002700",2018,"Hispanic/Latinx",2.63111111111111,NA,0,NA
"3002700",2018,"Native American",NA,NA,0.096070369028208,NA
"3002700",2018,"White (Non-Hispanic)",7.54222222222222,NA,5.18758970736736,NA
"3003200",2013,"All",NA,4,0,NA
"3003200",2013,"Asian",NA,NA,0,NA
"3003200",2013,"Black/African American",NA,NA,0,NA
"3003200",2013,"Hispanic/Latinx",NA,NA,0,NA
"3003200",2013,"Native American",NA,NA,NA,NA
"3003200",2013,"White (Non-Hispanic)",NA,NA,4.48682615336939,NA
"3003200",2018,"All",5.99487855084397,4,3.47248508417395,4.48912121167264
"3003200",2018,"Asian",2.22222222222222,NA,1.27573293983709,NA
"3003200",2018,"Black/African American",5.44040241448692,NA,2.95752125992483,NA
"3003200",2018,"Hispanic/Latinx",6.94933681235051,NA,0.0123913658742177,NA
"3003200",2018,"Native American",NA,NA,NA,NA
"3003200",2018,"White (Non-Hispanic)",8,NA,5.69226130966587,NA
"3003300",2013,"All",NA,2.95833333333333,0,NA
"3003300",2013,"Asian",NA,NA,0,NA
"3003300",2013,"Black/African American",NA,NA,0,NA
"3003300",2013,"Hispanic/Latinx",NA,NA,0,NA
"3003300",2013,"Native American",NA,NA,NA,NA
"3003300",2013,"White (Non-Hispanic)",NA,NA,2.0830219198564,NA
"3003300",2018,"All",3.07457506853733,2.95833333333333,0,2.01096946729022
"3003300",2018,"Asian",2.38143964562569,NA,0,NA
"3003300",2018,"Black/African American",2.8578111946533,NA,0,NA
"3003300",2018,"Hispanic/Latinx",1.72616337591947,NA,0,NA
"3003300",2018,"Native American",NA,NA,0,NA
"3003300",2018,"White (Non-Hispanic)",6.53333333333333,NA,6.94807041870566,NA
"3003800",2013,"All",NA,NA,0,NA
"3003800",2013,"All",NA,NA,NA,NA
"3003800",2013,"Asian",NA,NA,1.64741179448409,NA
"3003800",2013,"Black/African American",NA,NA,0,NA
"3003800",2013,"Hispanic/Latinx",NA,NA,0,NA
"3003800",2013,"Native American",NA,NA,NA,NA
"3003800",2013,"White (Non-Hispanic)",NA,NA,0,NA
"3003800",2018,"All",8.2,NA,1.87691608150653,NA
"3003800",2018,"All",NA,NA,NA,NA
"3003800",2018,"Asian",9.80888888888889,NA,4.27209761179738,NA
"3003800",2018,"Black/African American",3.33333333333333,NA,0,NA
"3003800",2018,"Hispanic/Latinx",3.22222222222222,NA,1.68863286834039,NA
"3003800",2018,"Native American",NA,NA,0,NA
"3003800",2018,"White (Non-Hispanic)",8.23211565085805,NA,1.7973043089999,NA
"3005901",2013,"All",NA,0.500000000000001,0,NA
"3005901",2013,"Asian",NA,NA,3.93375428484925,NA
"3005901",2013,"Black/African American",NA,NA,0,NA
"3005901",2013,"Hispanic/Latinx",NA,NA,0,NA
"3005901",2013,"Native American",NA,NA,0,NA
"3005901",2013,"White (Non-Hispanic)",NA,NA,0.940792014045727,NA
"3005901",2018,"All",3.27859918855435,0.500000000000001,1.65191861276375,1.81017260043937
"3005901",2018,"Asian",NA,NA,5.71042661734107,NA
"3005901",2018,"Black/African American",1.23555555555556,NA,0,NA
"3005901",2018,"Hispanic/Latinx",1.42857142857143,NA,0,NA
"3005901",2018,"Native American",NA,NA,NA,NA
"3005901",2018,"White (Non-Hispanic)",4.66252297410192,NA,3.28044777204014,NA
"3005902",2013,"All",NA,4.25,0,NA
"3005902",2013,"Asian",NA,NA,NA,NA
"3005902",2013,"Black/African American",NA,NA,0,NA
"3005902",2013,"Hispanic/Latinx",NA,NA,0,NA
"3005902",2013,"Native American",NA,NA,0,NA
"3005902",2013,"White (Non-Hispanic)",NA,NA,0,NA
"3005902",2018,"All",1.69083099906629,4.25,0,1.98027699968876
"3005902",2018,"Asian",NA,NA,3.99215823591041,NA
"3005902",2018,"Black/African American",1.52035240670235,NA,0,NA
"3005902",2018,"Hispanic/Latinx",0,NA,0,NA
"3005902",2018,"Native American",NA,NA,0,NA
"3005902",2018,"White (Non-Hispanic)",2.80444444444444,NA,1.73996569780856,NA
"3006800",2013,"All",NA,NA,2.5630931743143,NA
"3006800",2013,"All",NA,NA,NA,NA
"3006800",2013,"Asian",NA,NA,5.21328049436093,NA
"3006800",2013,"Black/African American",NA,NA,0,NA
"3006800",2013,"Hispanic/Latinx",NA,NA,0,NA
"3006800",2013,"Native American",NA,NA,0,NA
"3006800",2013,"White (Non-Hispanic)",NA,NA,3.29982072801195,NA
"3006800",2018,"All",5.76805532705725,NA,4.59784545590997,NA
"3006800",2018,"All",NA,NA,NA,NA
"3006800",2018,"Asian",5.86666666666667,NA,10,NA
"3006800",2018,"Black/African American",3.90016159532405,NA,0,NA
"3006800",2018,"Hispanic/Latinx",7.49637426900585,NA,3.56110560000943,NA
"3006800",2018,"Native American",NA,NA,NA,NA
"3006800",2018,"White (Non-Hispanic)",5.62888114595432,NA,5.19716873582492,NA
"3007700",2013,"All",NA,NA,4.46868703832447,NA
"3007700",2013,"All",NA,NA,NA,NA
"3007700",2013,"Asian",NA,NA,10,NA
"3007700",2013,"Black/African American",NA,NA,0,NA
"3007700",2013,"Hispanic/Latinx",NA,NA,0,NA
"3007700",2013,"Native American",NA,NA,0,NA
"3007700",2013,"White (Non-Hispanic)",NA,NA,7.20727243343458,NA
"3007700",2018,"All",4.59111111111111,NA,6.87070007143307,NA
"3007700",2018,"All",NA,NA,NA,NA
"3007700",2018,"Asian",6.66666666666667,NA,9.98983005536351,NA
"3007700",2018,"Black/African American",1.92948093706936,NA,0,NA
"3007700",2018,"Hispanic/Latinx",3.86038800705467,NA,4.95120208351534,NA
"3007700",2018,"Native American",NA,NA,NA,NA
"3007700",2018,"White (Non-Hispanic)",5.68444444444444,NA,8.58602751825604,NA
"3007801",2013,"All",NA,NA,0,NA
"3007801",2013,"All",NA,NA,NA,NA
"3007801",2013,"Asian",NA,NA,0,NA
"3007801",2013,"Black/African American",NA,NA,0,NA
"3007801",2013,"Hispanic/Latinx",NA,NA,0,NA
"3007801",2013,"Native American",NA,NA,NA,NA
"3007801",2013,"White (Non-Hispanic)",NA,NA,0.779477911160343,NA
"3007801",2018,"All",4.07628222772731,NA,0,NA
"3007801",2018,"All",NA,NA,NA,NA
"3007801",2018,"Asian",3.87555555555556,NA,0.216920908547257,NA
"3007801",2018,"Black/African American",3.59013021575896,NA,0,NA
"3007801",2018,"Hispanic/Latinx",3.25169847696163,NA,0,NA
"3007801",2018,"Native American",NA,NA,NA,NA
"3007801",2018,"White (Non-Hispanic)",4.22167800453515,NA,3.53458852571317,NA
"3008100",2013,"All",NA,6.125,5.60220296116671,NA
"3008100",2013,"Asian",NA,NA,0.277995226765906,NA
"3008100",2013,"Black/African American",NA,NA,0,NA
"3008100",2013,"Hispanic/Latinx",NA,NA,5.02998236297531,NA
"3008100",2013,"Native American",NA,NA,8.7651057333504,NA
"3008100",2013,"White (Non-Hispanic)",NA,NA,6.10085727612369,NA
"3008100",2018,"All",4.93333333333333,6.125,6.80811410447854,5.95548247927063
"3008100",2018,"Asian",8.72,NA,6.28681759376049,NA
"3008100",2018,"Black/African American",3.32825396825397,NA,4.27611478276116,NA
"3008100",2018,"Hispanic/Latinx",4.33333333333333,NA,6.22325579367572,NA
"3008100",2018,"Native American",NA,NA,NA,NA
"3008100",2018,"White (Non-Hispanic)",5.00444444444445,NA,6.90346274729248,NA
"3008200",2013,"All",NA,NA,2.09695810901722,NA
"3008200",2013,"All",NA,NA,NA,NA
"3008200",2013,"Asian",NA,NA,0,NA
"3008200",2013,"Black/African American",NA,NA,0,NA
"3008200",2013,"Hispanic/Latinx",NA,NA,0,NA
"3008200",2013,"Native American",NA,NA,4.69032574471584,NA
"3008200",2013,"White (Non-Hispanic)",NA,NA,5.6629440195916,NA
"3008200",2018,"All",4.30807928913192,NA,2.55390641032693,NA
"3008200",2018,"All",NA,NA,NA,NA
"3008200",2018,"Asian",4.32444444444444,NA,5.77129558811302,NA
"3008200",2018,"Black/African American",2.56468941382327,NA,0,NA
"3008200",2018,"Hispanic/Latinx",1.91528545119705,NA,0,NA
"3008200",2018,"Native American",NA,NA,NA,NA
"3008200",2018,"White (Non-Hispanic)",7.54222222222222,NA,5.65542157003304,NA
"3008300",2013,"All",NA,NA,0,NA
"3008300",2013,"All",NA,NA,NA,NA
"3008300",2013,"Asian",NA,NA,0,NA
"3008300",2013,"Black/African American",NA,NA,0,NA
"3008300",2013,"Hispanic/Latinx",NA,NA,0,NA
"3008300",2013,"Native American",NA,NA,0,NA
"3008300",2013,"White (Non-Hispanic)",NA,NA,1.57641320037342,NA
"3008300",2018,"All",3.67793650793651,NA,0.573797671743717,NA
"3008300",2018,"All",NA,NA,NA,NA
"3008300",2018,"Asian",2.22222222222222,NA,NA,NA
"3008300",2018,"Black/African American",1.59468438538206,NA,0,NA
"3008300",2018,"Hispanic/Latinx",1.13192118226601,NA,0,NA
"3008300",2018,"Native American",NA,NA,0,NA
"3008300",2018,"White (Non-Hispanic)",6.07904114026563,NA,4.90978686982706,NA
"3008400",2013,"All",NA,4.29166666666667,0,NA
"3008400",2013,"Asian",NA,NA,0,NA
"3008400",2013,"Black/African American",NA,NA,0,NA
"3008400",2013,"Hispanic/Latinx",NA,NA,0,NA
"3008400",2013,"Native American",NA,NA,0,NA
"3008400",2013,"White (Non-Hispanic)",NA,NA,2.31070166720769,NA
"3008400",2018,"All",4.12456582633053,4.29166666666667,1.64572628047481,3.353986257824
"3008400",2018,"Asian",7.28,NA,6.72492684488485,NA
"3008400",2018,"Black/African American",5.34417233560091,NA,0,NA
"3008400",2018,"Hispanic/Latinx",1.03871318224259,NA,0,NA
"3008400",2018,"Native American",NA,NA,NA,NA
"3008400",2018,"White (Non-Hispanic)",5.37730866444242,NA,5.8241433620353,NA
"3008500",2013,"All",NA,4.95833333333334,0.461339643205773,NA
"3008500",2013,"Asian",NA,NA,NA,NA
"3008500",2013,"Black/African American",NA,NA,1.23426172960614,NA
"3008500",2013,"Hispanic/Latinx",NA,NA,0,NA
"3008500",2013,"Native American",NA,NA,0,NA
"3008500",2013,"White (Non-Hispanic)",NA,NA,4.00683285899401,NA
"3008500",2018,"All",4.23669883257979,4.95833333333334,1.56900581713532,3.58801266101615
"3008500",2018,"Asian",2.22222222222222,NA,0,NA
"3008500",2018,"Black/African American",0,NA,0,NA
"3008500",2018,"Hispanic/Latinx",2.31372080996141,NA,0,NA
"3008500",2018,"Native American",NA,NA,1.99944962299135,NA
"3008500",2018,"White (Non-Hispanic)",7.48,NA,4.73826798768603,NA
"3009500",2013,"All",NA,5.66666666666666,1.34977663020805,NA
"3009500",2013,"Asian",NA,NA,0,NA
"3009500",2013,"Black/African American",NA,NA,0,NA
"3009500",2013,"Hispanic/Latinx",NA,NA,0,NA
"3009500",2013,"Native American",NA,NA,0,NA
"3009500",2013,"White (Non-Hispanic)",NA,NA,5.01675559370084,NA
"3009500",2018,"All",5.13746031746032,5.66666666666666,3.31000503738795,4.70471067383831
"3009500",2018,"Asian",10,NA,NA,NA
"3009500",2018,"Black/African American",4.56888888888889,NA,0,NA
"3009500",2018,"Hispanic/Latinx",0.0968523002421313,NA,0,NA
"3009500",2018,"Native American",NA,NA,NA,NA
"3009500",2018,"White (Non-Hispanic)",6.88491794457896,NA,6.88679456297813,NA
"3009600",2013,"All",NA,4.54166666666667,2.52873918351246,NA
"3009600",2013,"Asian",NA,NA,0,NA
"3009600",2013,"Black/African American",NA,NA,0,NA
"3009600",2013,"Hispanic/Latinx",NA,NA,0,NA
"3009600",2013,"Native American",NA,NA,0,NA
"3009600",2013,"White (Non-Hispanic)",NA,NA,4.82639018904407,NA
"3009600",2018,"All",5.34256658595642,4.54166666666667,4.41789277795642,4.7673753435265
"3009600",2018,"Asian",9.4,NA,4.91345112138778,NA
"3009600",2018,"Black/African American",3.80547134180575,NA,0,NA
"3009600",2018,"Hispanic/Latinx",2.92991095625242,NA,0,NA
"3009600",2018,"Native American",NA,NA,0.966627898190468,NA
"3009600",2018,"White (Non-Hispanic)",5.41905039769372,NA,5.45901655055982,NA
"3010600",2013,"All",NA,7.54166666666666,8.67493178381264,NA
"3010600",2013,"Asian",NA,NA,4.34077790199317,NA
"3010600",2013,"Black/African American",NA,NA,10,NA
"3010600",2013,"Hispanic/Latinx",NA,NA,7.86922884679565,NA
"3010600",2013,"Native American",NA,NA,NA,NA
"3010600",2013,"White (Non-Hispanic)",NA,NA,8.38362601297575,NA
"3010600",2018,"All",8.43518180794777,7.54166666666666,10,8.65894949153814
"3010600",2018,"Asian",8.71555555555555,NA,10,NA
"3010600",2018,"Black/African American",7.38666666666667,NA,8.55143228048721,NA
"3010600",2018,"Hispanic/Latinx",8.70222222222222,NA,10,NA
"3010600",2018,"Native American",NA,NA,NA,NA
"3010600",2018,"White (Non-Hispanic)",8.51553384886718,NA,10,NA
"3010700",2013,"All",NA,6.16666666666667,10,NA
"3010700",2013,"Asian",NA,NA,NA,NA
"3010700",2013,"Black/African American",NA,NA,NA,NA
"3010700",2013,"Hispanic/Latinx",NA,NA,2.97010639413969,NA
"3010700",2013,"Native American",NA,NA,NA,NA
"3010700",2013,"White (Non-Hispanic)",NA,NA,10,NA
"3010700",2018,"All",8.62840579710145,6.16666666666667,9.51266496839702,8.10257914405505
"3010700",2018,"Asian",10,NA,NA,NA
"3010700",2018,"Black/African American",2.22222222222222,NA,0,NA
"3010700",2018,"Hispanic/Latinx",10,NA,2.60718787657887,NA
"3010700",2018,"Native American",NA,NA,NA,NA
"3010700",2018,"White (Non-Hispanic)",8.58918632016424,NA,10,NA
"3011000",2013,"All",NA,8.29166666666667,5.00593186920856,NA
"3011000",2013,"Asian",NA,NA,5.02383784813318,NA
"3011000",2013,"Black/African American",NA,NA,0,NA
"3011000",2013,"Hispanic/Latinx",NA,NA,0,NA
"3011000",2013,"Native American",NA,NA,5.71287710501582,NA
"3011000",2013,"White (Non-Hispanic)",NA,NA,5.76529927796709,NA
"3011000",2018,"All",6.34932416953035,8.29166666666667,6.29515971268706,6.97871684962803
"3011000",2018,"Asian",6.66666666666667,NA,7.33095509884819,NA
"3011000",2018,"Black/African American",6.90222222222222,NA,4.54718111485777,NA
"3011000",2018,"Hispanic/Latinx",2.20532781228433,NA,0,NA
"3011000",2018,"Native American",NA,NA,0,NA
"3011000",2018,"White (Non-Hispanic)",7.45556617690447,NA,7.54642160004718,NA
"3011703",2013,"All",NA,7.91666666666667,6.53929437530864,NA
"3011703",2013,"Asian",NA,NA,0,NA
"3011703",2013,"Black/African American",NA,NA,7.52221988908964,NA
"3011703",2013,"Hispanic/Latinx",NA,NA,0,NA
"3011703",2013,"Native American",NA,NA,0,NA
"3011703",2013,"White (Non-Hispanic)",NA,NA,6.88930040770123,NA
"3011703",2018,"All",6.23190282143827,7.91666666666667,8.28481292503716,7.47779413771403
"3011703",2018,"Asian",4.88888888888889,NA,9.34050736866478,NA
"3011703",2018,"Black/African American",NA,NA,6.26457857176079,NA
"3011703",2018,"Hispanic/Latinx",2.89206349206349,NA,2.65047927349185,NA
"3011703",2018,"Native American",NA,NA,3.68247516440744,NA
"3011703",2018,"White (Non-Hispanic)",6.59653235653236,NA,8.70247083841724,NA
"3011704",2013,"All",NA,6.25,5.36264841143685,NA
"3011704",2013,"Asian",NA,NA,4.68308994889217,NA
"3011704",2013,"Black/African American",NA,NA,5.77383072074069,NA
"3011704",2013,"Hispanic/Latinx",NA,NA,0,NA
"3011704",2013,"Native American",NA,NA,NA,NA
"3011704",2013,"White (Non-Hispanic)",NA,NA,6.11615024127908,NA
"3011704",2018,"All",7.26514744347701,6.25,7.76133379697827,7.09216041348509
"3011704",2018,"Asian",7.92444444444444,NA,7.13167046031056,NA
"3011704",2018,"Black/African American",7.06563074352548,NA,5.22115590439015,NA
"3011704",2018,"Hispanic/Latinx",3.80352733686067,NA,1.64507413417003,NA
"3011704",2018,"Native American",NA,NA,NA,NA
"3011704",2018,"White (Non-Hispanic)",7.28965196761807,NA,8.28268515369927,NA
"3011800",2013,"All",NA,5.54166666666667,4.74619704074669,NA
"3011800",2013,"Asian",NA,NA,NA,NA
"3011800",2013,"Black/African American",NA,NA,1.43688602278085,NA
"3011800",2013,"Hispanic/Latinx",NA,NA,0.813752092893515,NA
"3011800",2013,"Native American",NA,NA,3.29719265826732,NA
"3011800",2013,"White (Non-Hispanic)",NA,NA,5.28271625377068,NA
"3011800",2018,"All",5.79838949369276,5.54166666666667,7.5508748199669,6.29697699344211
"3011800",2018,"Asian",NA,NA,6.93150926330099,NA
"3011800",2018,"Black/African American",NA,NA,10,NA
"3011800",2018,"Hispanic/Latinx",5.70422723475355,NA,4.7589009039305,NA
"3011800",2018,"Native American",NA,NA,NA,NA
"3011800",2018,"White (Non-Hispanic)",6.18810213940649,NA,7.22940631524509,NA
"3011998",2013,"All",NA,9.20833333333333,4.93346443801197,NA
"3011998",2013,"Asian",NA,NA,10,NA
"3011998",2013,"Black/African American",NA,NA,1.94354982088703,NA
"3011998",2013,"Hispanic/Latinx",NA,NA,4.05391345518562,NA
"3011998",2013,"Native American",NA,NA,0,NA
"3011998",2013,"White (Non-Hispanic)",NA,NA,4.9379923367433,NA
"3011998",2018,"All",5.74060892034603,9.20833333333333,6.18236318197451,7.04376847855129
"3011998",2018,"Asian",8.47111111111111,NA,2.78871593756247,NA
"3011998",2018,"Black/African American",3.11555555555555,NA,0,NA
"3011998",2018,"Hispanic/Latinx",4.27111111111111,NA,3.48975026490604,NA
"3011998",2018,"Native American",NA,NA,NA,NA
"3011998",2018,"White (Non-Hispanic)",7.63555555555556,NA,7.05095253234264,NA
"3012001",2013,"All",NA,6.875,5.50521749266677,NA
"3012001",2013,"Asian",NA,NA,1.32600154222889,NA
"3012001",2013,"Black/African American",NA,NA,0,NA
"3012001",2013,"Hispanic/Latinx",NA,NA,0.390472710516078,NA
"3012001",2013,"Native American",NA,NA,NA,NA
"3012001",2013,"White (Non-Hispanic)",NA,NA,6.0746535011301,NA
"3012001",2018,"All",6.35761845460476,6.875,7.30678786788947,6.84646877416474
"3012001",2018,"Asian",8.11140989729225,NA,7.56060627765593,NA
"3012001",2018,"Black/African American",4.31555555555555,NA,5.08828666973032,NA
"3012001",2018,"Hispanic/Latinx",0.915555555555555,NA,4.80122456356446,NA
"3012001",2018,"Native American",NA,NA,NA,NA
"3012001",2018,"White (Non-Hispanic)",6.66148691887822,NA,7.54739598635433,NA
"3012003",2013,"All",NA,5,4.0281554738145,NA
"3012003",2013,"Asian",NA,NA,6.66200759203775,NA
"3012003",2013,"Black/African American",NA,NA,3.24682841485669,NA
"3012003",2013,"Hispanic/Latinx",NA,NA,0,NA
"3012003",2013,"Native American",NA,NA,NA,NA
"3012003",2013,"White (Non-Hispanic)",NA,NA,5.72214701863248,NA
"3012003",2018,"All",6.84660904185657,5,4.39731431288318,5.41464111824658
"3012003",2018,"Asian",8.82666666666667,NA,2.56619460201996,NA
"3012003",2018,"Black/African American",5.58222222222222,NA,1.53993257330234,NA
"3012003",2018,"Hispanic/Latinx",3.33333333333333,NA,0,NA
"3012003",2018,"Native American",NA,NA,NA,NA
"3012003",2018,"White (Non-Hispanic)",6.82273586588193,NA,6.63946011080983,NA
"3012101",2013,"All",NA,5.5,1.69574850942359,NA
"3012101",2013,"Asian",NA,NA,NA,NA
"3012101",2013,"Black/African American",NA,NA,0,NA
"3012101",2013,"Hispanic/Latinx",NA,NA,0,NA
"3012101",2013,"Native American",NA,NA,3.41589006258292,NA
"3012101",2013,"White (Non-Hispanic)",NA,NA,4.91608004631358,NA
"3012101",2018,"All",4.6902684093471,5.5,4.04841214885041,4.74622685273251
"3012101",2018,"Asian",6.50222222222222,NA,3.82274890099921,NA
"3012101",2018,"Black/African American",5.42666666666667,NA,0.985302569039946,NA
"3012101",2018,"Hispanic/Latinx",0.0199451508352036,NA,0,NA
"3012101",2018,"Native American",NA,NA,0,NA
"3012101",2018,"White (Non-Hispanic)",4.68470588235294,NA,5.8799557837299,NA
"3012102",2013,"All",NA,6.29166666666666,3.92786585848204,NA
"3012102",2013,"Asian",NA,NA,NA,NA
"3012102",2013,"Black/African American",NA,NA,0,NA
